"Gene","Promoter","Enhancer","Methylation_score","NR_R_logFC","NR_R_P.Value","R_REL_logFC","R_REL_P.Value","OR_R_logFC","OR_R_P.Value","NR_OR_logFC","NR_OR_P.Value"
"COX4NB",0,0,0,-0.142991838509316,0.539306475291535,-0.0928927571428599,0.725682435848849,0.0525764025974031,0.840017318949843,-0.195568241106719,0.324367186471002
"COX5A",0.210526315789474,0.103667443667444,0.314193759456917,-0.137066403726704,0.608512175860812,-0.0238342571428589,0.937329964116923,-0.044130233766233,0.882802364606601,-0.0929361699604714,0.682433245481313
"COX5B",0.238095238095238,0.0258620689655172,0.263957307060755,-0.185483155279499,0.461616867893066,-0.116901214285721,0.682243752383774,0.0516695324675345,0.85433943682241,-0.237152687747034,0.269416769176962
"COX6A1",0.0928649237472767,0.0866492303992304,0.179514154146507,-0.267439453416147,0.0892060134512409,-0.106712285714294,0.545292098220161,-0.00865571428571066,0.960229586633659,-0.258783739130436,0.0538510695704629
"COX6A2",0,0.062965581846815,0.062965581846815,-0.201579670807458,0.578503198282827,0.476448814285724,0.247590127144526,-0.250429714285716,0.537899977431591,0.0488500434782582,0.873848328356195
"COX6B1",0,0.145833333333333,0.145833333333333,-0.0557331801242231,0.792563987732171,-0.020025428571433,0.93368865901873,0.0456514285714276,0.847466121226346,-0.101384608695651,0.573716805385324
"COX6B2",0.0714285714285714,0.104031520359609,0.17546009178818,-0.485472434782612,0.46967144861052,0.337907700000005,0.662638792124083,1.53707645454545,0.0448322274676892,-2.02254888932806,0.000810293638939675
"COX6C",0.152293358815098,0.127852837999488,0.280146196814585,-0.0630420372670804,0.773943746287654,-0.329082971428572,0.196165941358824,0.156478753246754,0.525152341353408,-0.219520790513835,0.24210760371317
"COX7A1",0,0,0,0.0559474392546578,0.881340373361578,-0.406703481428572,0.342582197019739,0.163988978701298,0.696268833415059,-0.108041539446641,0.734409251424096
"COX7A2",0.486111111111111,0.0326812497267043,0.518792360837815,-0.591793714285713,0.0033123207287904,0.35430001428571,0.113068814572886,-0.413150168831169,0.0599205629842426,-0.178643545454544,0.277296562957999
"COX7A2L",0.333333333333333,0.190082644628099,0.523415977961432,-0.024417913043477,0.913220157403975,-0.0485352000000034,0.84829179932019,0.198570636363637,0.430292275662283,-0.222988549407114,0.244578804780607
"COX7B",0,0,0,0.108757999999995,0.675309270291795,-0.799214299999992,0.0131554940399805,0.00606518181817961,0.98334558704606,0.102692818181816,0.641485054345272
"COX7B2",0,0,0,-0.122491888198759,0.488280071151201,0.0532337142857076,0.789958074575563,0.00507219480519527,0.979507460777381,-0.127564083003954,0.395995009496309
"COX7C",0.0588235294117647,0.0357467978481112,0.0945703272598759,-0.0704885155279493,0.753285465315379,0.0167950285714227,0.947834262545033,0.0348391168831181,0.889644534649092,-0.105327632411067,0.580651719970438
"COX8A",0.214285714285714,0.0148148148148148,0.229100529100529,-0.410511857142854,0.306216068245695,-0.157777342857149,0.727040982168091,0.0870495064935088,0.845594044126431,-0.497561363636363,0.146460053697025
"COX8C",0,0,0,-0.0149251428571464,0.977324928181026,0.0212032428571503,0.971613574187477,0.615858402597402,0.297809616497809,-0.630783545454548,0.161528801269943
"CP",0.0910861267697492,0.0549529982539657,0.146039125023715,-1.61614786180124,0.109047153761269,1.23124668571429,0.280326003905348,-1.16013404025974,0.300585314082058,-0.456013821541502,0.589976731478687
"CP110",0.133333333333333,0.0728870070095568,0.20622034034289,-0.546085048695652,0.364959972729862,0.404867009999999,0.553699160252093,-0.775592450909091,0.251877309659407,0.229507402213439,0.652850581965124
"CPA1",0,0.00694444444444444,0.00694444444444444,-0.0655906770186316,0.79958120914519,-0.00356451428571791,0.990335761283805,0.0178442597402624,0.950811854515465,-0.083434936758894,0.703846590413235
"CPA2",0,0.016391926306678,0.016391926306678,1.08615360124223,0.248604506728303,-1.75884131428571,0.108844688474024,0.674234168831167,0.520534231973662,0.411919432411064,0.604373887034825
"CPA3",0,0.0207983193277311,0.0207983193277311,-0.0939751118012451,0.885761155082622,0.388431885714294,0.60343294919185,-1.02605001298701,0.165590226114193,0.932074901185769,0.0981187318371587
"CPA4",0,0.0212738735886884,0.0212738735886884,-1.21451453602484,0.183001758930818,0.68376547428571,0.504966019066069,-0.549039896103896,0.58806689128465,-0.665474639920949,0.387696266574863
"CPA5",0,0,0,0.348079652173907,0.258241746743038,-0.0742898999999957,0.829780456725576,0.00606518181817695,0.985872868924221,0.34201447035573,0.191850982740269
"CPA6",0,0,0,1.47954338515528,0.241159774576687,-1.67792355628571,0.239368884893413,1.83431604246753,0.195219224818923,-0.354772657312253,0.739019853383384
"CPAMD8",0.230769230769231,0.00925925925925926,0.24002849002849,0.797526624795031,0.448592600293691,-0.0693003421428551,0.953491087700745,1.14450935714286,0.332538197496578,-0.346982732347826,0.697222302241629
"CPB1",0,0.00666666666666667,0.00666666666666667,0.250728734161489,0.830100242990099,-1.01587437285714,0.444142950717783,0.808799297402597,0.537310132375022,-0.558070563241108,0.574400454950503
"CPB2",0.129310344827586,0.0434865900383142,0.1727969348659,0.0549277639751526,0.962479875618174,-0.786299565714282,0.552099322859406,1.89848744116883,0.151015808062376,-1.84355967719368,0.0677462790098766
"CPD",0.25864262990456,0.0394706523244787,0.298113282229039,0.608666652173912,0.254526330402821,-0.587424299999998,0.335767618408888,0.326537109090908,0.583261438175233,0.282129543083004,0.532046196156684
"CPE",0.088112244098859,0.0473517490077104,0.135463993106569,0.211789677018633,0.307747613114214,-0.558900585714289,0.0203466608857803,0.124991376623377,0.589510098646407,0.0867983003952566,0.621104229965386
"CPEB1",0.0731707317073171,0.0668347338935574,0.140005465600875,-0.126072422360246,0.602853228875939,-0.24075384285715,0.381524945997233,-0.122934311688311,0.650461379723963,-0.00313811067193548,0.987815361392844
"CPEB2",0.102564102564103,0.0627023913314236,0.165266493895526,0.684536243478259,0.496053874620816,-0.635568669999993,0.576261944985509,0.207268818181817,0.853673943718642,0.477267425296442,0.575960246935904
"CPEB3",0.127659574468085,0.0741792929292929,0.201838867397378,-0.984596849875777,0.379033455227668,0.352348198571432,0.782836002170667,1.09638491415584,0.38179557033385,-2.08098176403162,0.0319300899425086
"CPEB4",0.0689655172413793,0.0302434918288577,0.099209009070237,-0.165576440993789,0.705006420488262,-0.222786228571429,0.652549730703762,-0.751815571428571,0.129192346603008,0.586239130434782,0.118910431168477
"CPLX1",0,0,0,-0.109064043478258,0.773296768049034,-0.0190289000000039,0.964583687684377,0.0992856363636383,0.814859057074213,-0.208349679841897,0.51772806435924
"CPLX2",0.142857142857143,0,0.142857142857143,0.923695198757758,0.130689991528482,-0.263849585714278,0.704221092825855,0.829481649350646,0.223641344319714,0.0942135494071126,0.854256900796384
"CPLX3",0,0.0834799861973775,0.0834799861973775,-1.1781689068323,0.161191431272058,1.22318822857144,0.211257022282836,-1.73849224675325,0.0669212784484003,0.560323339920947,0.429418987091894
"CPLX4",0,0,0,1.21522278260869,0.151516066093839,-1.95376570999999,0.0435712564454819,-0.0954865454545475,0.918991525144591,1.31070932806324,0.0703323573543806
"CPM",0,0.0246913580246914,0.0246913580246914,1.07964817391304,0.0276103763395688,-0.819422699999998,0.134203871414438,0.323422090909088,0.546294421972713,0.756226083003954,0.0670451822000773
"CPN1",0,0.0333333333333333,0.0333333333333333,-0.17302230757764,0.859378272373121,-1.56752030085714,0.159667779929091,0.671596795584415,0.539973011727908,-0.844619103162055,0.311034487155645
"CPN2",0.111111111111111,0.0376447876447876,0.148755898755899,-0.602495919254662,0.193387422285578,0.155542471428579,0.766122522140214,-0.280169025974028,0.586466258984811,-0.322326893280634,0.410094281636251
"CPNE1",0.0454545454545455,0,0.0454545454545455,-1.45759181987578,0.0102085245842597,0.810645028571433,0.19988623518805,-1.38371442857143,0.0279619972701364,-0.0738773913043493,0.873862337451346
"CPNE2",0.15,0,0.15,-0.163568751552794,0.588684792787046,0.0198126428571346,0.953739274787033,0.128054493506495,0.705242179759364,-0.291623245059289,0.25874657612858
"CPNE3",0.0303030303030303,0.0469905159340144,0.0772935462370447,-0.187386310559007,0.627269041999371,-0.515989428571431,0.240795882973276,0.0302292467532483,0.944176859286377,-0.217615557312255,0.507138650127601
"CPNE4",0,0.0479294012114009,0.0479294012114009,-0.22086278322981,0.704752538317137,-0.318312742857146,0.629030427147934,0.177896324675325,0.785173782534564,-0.398759107905136,0.421725127251294
"CPNE5",0.1875,0.0830244035305998,0.2705244035306,-1.65879837273292,0.149078799791855,-0.186542608571425,0.888191992459965,0.704005491298701,0.581056252113122,-2.36280386403162,0.0175702897587756
"CPNE6",0.115384615384615,0.25,0.365384615384615,-1.19288894298137,0.181900769902873,0.781146117285714,0.446765979957815,-0.212618492467532,0.830248994172471,-0.980270450513834,0.196187377069492
"CPNE7",0.0697674418604651,0.0461538461538462,0.115921288014311,1.03536602608696,0.166997007177873,-0.0705106499999939,0.934695031888153,0.467571127272727,0.574197419018553,0.567794898814229,0.369402756175739
"CPNE8",0,0.0222222222222222,0.0222222222222222,1.06481312440994,0.292651196728247,-0.329701775714285,0.783862129899045,1.60807740480519,0.157882963433371,-0.543264280395257,0.525720124153221
"CPNE9",0.181818181818182,0.0853742099356134,0.267192391753795,-0.329598254658383,0.639081573196259,0.608158728571426,0.444701950047392,-0.0370437922077924,0.962423083626557,-0.292554462450591,0.624049803992631
"CPO",0.277777777777778,0.0786960333114179,0.356473811089196,0.682106124223602,0.392331020111768,-0.168654628571423,0.851480591327561,0.0988797922077911,0.91151473661378,0.583226332015811,0.389133388778535
"CPOX",0.294117647058824,0.0865925087983912,0.380710155857215,0.447365645403727,0.268706230197116,-1.09595287814286,0.0209911957423012,0.223402464415584,0.62012761743079,0.223963180988142,0.512629737738265
"CPPED1",0,0.0833333333333333,0.0833333333333333,-0.364637484472049,0.409608073279499,0.23181377142857,0.641890491983269,0.366564701298701,0.458938409503968,-0.73120218577075,0.0553072957953386
"CPS1",0.0882352941176471,0.0327868852459016,0.121022179363549,-0.0698355527950296,0.834061208373801,-0.338743242857146,0.380926052597712,0.127852324675326,0.732131042224592,-0.197687877470356,0.485997429440273
"CPSF1",0.0711500974658869,0.142017236734468,0.213167334200355,1.95235768993789,0.0360846589193166,-1.57216563428571,0.132804370574541,2.8220616891039,0.00767967202518357,-0.869703999166008,0.263603007412489
"CPSF2",0.0909090909090909,0.0223888888888889,0.11329797979798,-0.0362221614906835,0.882303880568848,-0.00716894285714886,0.979306278055604,-0.00536003896103576,0.984393045044747,-0.0308621225296477,0.881921355040612
"CPSF3",0.0745108549986599,0.114670370566106,0.189181225564766,-0.0457266149068296,0.835381421751463,-0.0031013285714323,0.990105531354991,-0.168860389610389,0.494227471201692,0.123133774703559,0.510813254277649
"CPSF3L",0.0853658536585366,0.172290206870777,0.257656060529314,0.239441621118016,0.17568016874598,-0.0497118428571524,0.802585876204933,-0.0564576753246753,0.773564078823763,0.295899296442691,0.0511673306160677
"CPSF4",0.125,0.0511111111111111,0.176111111111111,-0.0724155093167709,0.700638339842227,0.190105357142855,0.373130595534978,-0.0390368571428561,0.85311626187755,-0.0333786521739148,0.834618247204178
"CPSF4L",0.125,0.0511111111111111,0.176111111111111,-0.0322952608695655,0.851262166981339,-0.123522900000006,0.52693921391269,0.0311758181818194,0.871610458486748,-0.0634710790513848,0.664587807583626
"CPSF6",0.142857142857143,0.00732775786539227,0.150184900722535,1.0738738136646,0.10719693763626,-1.12960605714285,0.133038583553891,1.03107158441558,0.165791250684389,0.0428022292490109,0.938904999196007
"CPSF7",0,0,0,0.148860701863357,0.398579667175271,-0.0627687714285754,0.756197357877302,-0.158730064935064,0.421443322988301,0.307590766798421,0.0436211417591871
"CPT1A",0.111111111111111,0.130339738234475,0.241450849345586,-0.109993695652173,0.527207351919156,0.0922474999999947,0.638422183276527,-0.239419272727272,0.221834030929093,0.129425577075099,0.38191959089541
"CPT1B",0.0526315789473684,0,0.0526315789473684,-0.0771740993788796,0.801128419833738,0.214151742857139,0.543841511410206,0.0481666753246781,0.888351534228095,-0.125340774703558,0.630307101599445
"CPT1C",0.0828729281767956,0,0.0828729281767956,0.0839494677018622,0.907999307191891,-0.114548488571427,0.891531948229115,0.5887230012987,0.47052886220378,-0.504773533596838,0.414838238455866
"CPT2",0.117647058823529,0.222222222222222,0.339869281045752,0.237894417391301,0.804166439876327,0.380390100000004,0.73042403963357,0.238228818181817,0.824544065004717,-0.000334400790515943,0.99967242475993
"CPVL",0.0741875478717584,0.0648648648648649,0.139052412736623,0.246185049689442,0.376688078658172,-0.288806071428573,0.364061877098163,-0.00254806493506443,0.993455357217156,0.248733114624507,0.293744606036967
"CPXCR1",0,0,0,-1.78539744720497,0.0664195271110044,0.0839665428571399,0.938075927343112,0.816908948051948,0.446662088534464,-2.60230639525692,0.00227728531758471
"CPXM1",0.125,0.0822704081632653,0.207270408163265,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"CPXM2",0.2,0,0.2,-0.85728734347826,0.24830301066213,0.587185199999998,0.483208436509793,-0.237488545454544,0.773789401560425,-0.619798798023716,0.324762927378463
"CPZ",0.0232558139534884,0.0555555555555556,0.0788113695090439,-1.6678428757764,0.0231282045331316,1.38604047142858,0.0936116998662852,-1.53506375324675,0.0597621828368459,-0.132779122529647,0.826829305580193
"CR1",0.127593201462828,0.0496668053292662,0.177260006792095,-1.43608445031056,0.183176019318762,0.653373428571427,0.589176705165609,0.770950598701299,0.520516436043914,-2.20703504901186,0.0182497186935327
"CR1L",0.0934065934065934,0.124276069222512,0.217682662629105,-0.265018495031057,0.786885471409686,-0.538605557142868,0.631385099374591,-0.000191506493504967,0.999860777666064,-0.264826988537552,0.750428685810661
"CR2",0.0525169739312482,0.0477944381448281,0.100311412076076,-0.41091389752174,0.727536663431699,0.92022766,0.494922274779037,0.970960045454545,0.463316203285086,-1.38187394297628,0.171625206649769
"CRABP1",0.0526315789473684,0,0.0526315789473684,-0.483358846583852,0.748844376942541,0.095845415714289,0.955813186978877,0.95891568064935,0.57110630303346,-1.4422745272332,0.263510098676973
"CRABP2",0.228571428571429,0.110188783240182,0.338760211811611,-0.641437360248447,0.248580099864564,-0.249306938142856,0.693029294851357,-0.354538806493506,0.567054719990951,-0.286898553754941,0.54136083503468
"CRADD",0.125,0.122571574642127,0.247571574642127,-0.297138478260868,0.194081202333186,0.269218599999998,0.296129839449788,-0.203094363636362,0.425534548611765,-0.0940441146245061,0.625778065771579
"CRAMP1L",0,0,0,0.0903598198757773,0.710870264628937,0.134078871428567,0.627001141258555,-0.33385148051948,0.224678225013295,0.424211300395258,0.0447053473334687
"CRAT",0.0618815331010453,0.05060725354843,0.112488786649475,-0.400031565217389,0.129874330213693,0.519323999999997,0.0829426512050371,-0.455579909090909,0.123707809667035,0.0555483438735198,0.802135139282604
"CRB1",0.017425983772421,0.0132205513784461,0.0306465351508671,1.69163788409938,0.0799242062202647,-1.39032483714286,0.201280122241861,1.89722607532467,0.0795424243866243,-0.205588191225297,0.799029929263228
"CRB2",0.142857142857143,0.0501915708812261,0.193048713738369,-0.700874182795031,0.157966529426639,-0.330471522857143,0.556846679108874,-0.514835878051948,0.351592853113718,-0.186038304743083,0.65594941669498
"CRB3",0,0,0,1.37543708875776,0.172310606585344,-1.58696718571428,0.164164988659912,1.71229964935065,0.130149050006152,-0.336862560592888,0.691253824366402
"CRBN",0.19047619047619,0.000668896321070234,0.191145086797261,0.334799037267082,0.122563500073788,0.0835716714285626,0.729906597821071,0.098753883116883,0.680768644850011,0.236045154150199,0.198145521689864
"CRCP",0,0,0,-0.00467943478260713,0.97549644709765,-0.0101761000000034,0.952912173643357,-0.181746909090909,0.289676716923419,0.177067474308302,0.175289667562872
"CRCT1",0,0,0,0.0560046521739102,0.798892951751762,-0.0742898999999912,0.764805881908884,0.274863818181815,0.267190970933998,-0.218859166007905,0.244241058984602
"CREB1",0.111111111111111,0.0599372859308057,0.171048397041917,0.127938248447206,0.275289525349605,0.00286784285713715,0.98263016701409,0.072648766233768,0.578441794732915,0.0552894822134382,0.57702215172844
"CREB3",0.0601731516227255,0.0712313611194845,0.13140451274221,-0.0961072546583841,0.813784378590748,0.463525728571426,0.317125593011195,0.0763166623376614,0.867356842282951,-0.172423916996046,0.619113913900371
"CREB3L1",0.157894736842105,0,0.157894736842105,0.0483358571428574,0.75516022884069,-0.0512793571428616,0.778014079694783,-0.0583145974025978,0.736972855710965,0.106650454545455,0.419179680710505
"CREB3L2",0.0810810810810811,0.0450617283950617,0.126142809476143,1.43687434881987,0.155298539338204,-0.657728731428569,0.56176535117095,0.843119567792207,0.453132173058679,0.593754781027667,0.485750888745467
"CREB3L3",0.104651162790698,0.0537121212121212,0.158363284002819,-0.278079608695651,0.212122498823913,0.229899299999997,0.359244035981026,-0.278806454545453,0.263262947998259,0.000726845849801983,0.996910626315295
"CREB3L4",0.0541164238528155,0.086418795339238,0.140535219192054,0.202476565838508,0.843793527185824,-1.20848118024285,0.300508796185029,0.0906681116883119,0.937199374430121,0.111808454150196,0.898038926615382
"CREB5",0.4,0.1,0.5,-1.18704712670807,0.189196076410428,0.332385757142855,0.746611155878036,-0.956971048051948,0.34255413616549,-0.230076078656126,0.762464467642896
"CREBBP",0.0769230769230769,0.0537037037037037,0.130626780626781,-0.188347440993786,0.224087591590349,0.141922271428564,0.423558209917546,-0.206666298701299,0.233516982010562,0.0183188577075128,0.888417072019425
"CREBL2",0.125,0.0363636363636364,0.161363636363636,0.134503751552797,0.555068039224882,0.202725757142854,0.431594936959373,0.254269597402597,0.320825045554403,-0.119765845849801,0.536118854545982
"CREBZF",0.6,0.080217680292456,0.680217680292456,0.155642217391306,0.45103725527343,-0.0631496000000045,0.786446199093969,0.0292970000000006,0.898917154982966,0.126345217391306,0.471147417875869
"CREG1",0,0.0412011773524713,0.0412011773524713,-0.437345242236024,0.108750717425726,0.371738485714284,0.22472404594139,0.0205651688311694,0.945585817641076,-0.457910411067193,0.0495414262787218
"CREG2",0.25,0.122700447700448,0.372700447700448,0.847149047826087,0.373639628660472,0.291546200000004,0.797728641192456,-0.706134090909093,0.507128536107112,1.55328313873518,0.0584016260945347
"CRELD1",0.0826446280991736,0.0704030844349769,0.153047712534151,0.090332770186337,0.695808528631327,0.0696463428571379,0.789866783444111,-0.0490973246753246,0.849431759572937,0.139430094861662,0.478128830395795
"CRELD2",0.0851063829787234,0.116496085945407,0.201602468924131,-0.0228422298136639,0.925722865693459,-0.419146157142863,0.134320288895792,-0.229182415584415,0.405346158728619,0.206340185770751,0.3238260747823
"CREM",0.00761388566266615,0.0201971855963777,0.0278110712590439,0.302642707453416,0.180201045587043,-0.174532585714287,0.493666312416159,-0.0276843415584416,0.912026875437662,0.330327049011858,0.0868850345468006
"CRH",0.116354983400438,0.068168344240482,0.18452332764092,1.28889576546584,0.0167685889071269,-1.04226234285714,0.0932047226706465,0.846812779220779,0.152527462994898,0.442082986245059,0.321869337079699
"CRHBP",0,0,0,-0.941043719254663,0.0454333970847504,0.803095971428577,0.127671777337129,-1.03441518961039,0.0494290368028798,0.0933714703557289,0.811358889956318
"CRHR1",0.0980769230769231,0.0196302552552553,0.117707178332178,-0.0224821813664593,0.981053161138549,0.956420357714284,0.376946336779902,-0.969785269350649,0.362494883508994,0.94730308798419,0.242064103807785
"CRHR2",0,1,1,-0.214191745341617,0.653316470984114,0.458067671428577,0.396456497638003,0.100388792207792,0.850787728156153,-0.314580537549409,0.438250349124798
"CRIM1",0.19047619047619,0.0122584541062802,0.202734644582471,-0.149963453416148,0.796315282686078,1.38230708428571,0.0398932950691562,-0.50239135064935,0.441362539559076,0.352427897233202,0.476073771940413
"CRIP1",0.121218487394958,0.09144689376173,0.212665381156688,0.721359826086958,0.244721940367912,-1.03202130000001,0.142809141067818,0.434813090909094,0.529229011729351,0.286546735177865,0.584279273387995
"CRIP2",0.092436974789916,0.0865974912271637,0.17903446601708,1.17205034378882,0.129921715719989,-0.462073488571429,0.597447007951312,1.19721795584416,0.166396591144497,-0.0251676120553359,0.969083530255979
"CRIP3",0.222222222222222,0.0256410256410256,0.247863247863248,0.409192089254657,0.612625543007684,-1.46755514142857,0.113365006749424,1.73470050779221,0.059654229314764,-1.32550841853755,0.0577658190737969
"CRIPAK",0.181818181818182,0.0798611111111111,0.261679292929293,0.0746698819875791,0.812658699252969,-0.328285742857146,0.358322617388289,0.170726870129871,0.628854973606733,-0.0960569881422915,0.7196967171474
"CRIPT",0.0793650793650794,0.0402341705913134,0.119599249956393,0.104455055900622,0.604881692055977,-0.0501183428571448,0.825785049363827,0.0471902337662344,0.834498794171907,0.0572648221343877,0.738172125899652
"CRISP1",0,0.0265151515151515,0.0265151515151515,0.351660913043473,0.267034649370977,-0.0742898999999895,0.834558352856183,0.00606518181817695,0.986275322109848,0.345595731225296,0.199973491402056
"CRISP2",0.027027027027027,0.087369420702754,0.114396447729781,-0.992120729192548,0.427981623913037,-1.38645368428571,0.350921225573235,2.50181427792208,0.0781783196388802,-3.49393500711462,0.00174977350032933
"CRISP3",0,0.0389957264957265,0.0389957264957265,-1.52943010310559,0.339375674988627,-0.937167484285718,0.610909545508023,0.723849168831171,0.685260520787738,-2.25327927193676,0.100612184186504
"CRISPLD1",0.117647058823529,0,0.117647058823529,-0.891900182608695,0.376504656538649,0.206491599999998,0.861736369398304,0.46146200909091,0.68192860060035,-1.35336219169961,0.117292334421074
"CRISPLD2",0.037037037037037,0.05,0.087037037037037,-0.738054745962732,0.467978681939167,-0.112621971428575,0.922713452237249,0.34232158961039,0.76323894095961,-1.08037633557312,0.213398936203671
"CRK",0.0915032679738562,0.0569305847338936,0.14843385270775,-0.0495917701863346,0.732157326321952,0.108879957142853,0.507307240085679,-0.124857675324674,0.442827592722395,0.0752659051383393,0.541307633901451
"CRKL",0.0588235294117647,0,0.0588235294117647,-0.119169931677018,0.457810354346331,-0.168243585714288,0.360143412122585,-0.16728744155844,0.352893525300817,0.0481175098814224,0.723493704079022
"CRLF1",0.102040816326531,0.0710227272727273,0.173063543599258,0.143956963540371,0.848469432847474,-0.414815015714286,0.627633596866128,0.643525903896103,0.447008251667858,-0.499568940355732,0.436308018263307
"CRLF2",0,0,0,2.11899869465839,0.10404463872868,-0.76291316857143,0.600186175155149,0.257199474025974,0.858251634037645,1.86179922063241,0.0929221676965363
"CRLF3",0,0,0,0.186959354037266,0.0743536114536674,-0.110487371428575,0.356132898139643,0.08843057142857,0.444876359409189,0.098528782608696,0.263252196361495
"CRLS1",0.131578947368421,0.0533333333333333,0.184912280701754,0.0657991925465842,0.799493039957378,-0.0219081142857176,0.940453446931036,-0.0921664675324676,0.750796686614852,0.157965660079052,0.473775366758032
"CRMP1",0,0,0,-0.0372003898136661,0.971404875415263,-1.32581865714285,0.275593453830029,1.54746462987013,0.187117991194398,-1.5846650196838,0.0769603316115308
"CRNKL1",0.036648342495419,0,0.036648342495419,0.167119987577641,0.326640976837543,-0.0526708571428607,0.783391492014442,0.00359803896104083,0.984880675428177,0.163521948616601,0.259187712490129
"CRNN",0,0,0,0.0560046521739084,0.835035384588839,-0.229698099999991,0.457208470903297,0.486066272727269,0.111259529368927,-0.430061620553361,0.06435680263825
"CROCC",0,0,0,0.190672129813665,0.59538931376079,-0.155686842857145,0.701655540601442,0.12139487922078,0.762531307432235,0.0692772505928854,0.820057150083696
"CROCCL1",0,0,0,-0.0179322186335389,0.966204797537493,0.279900014285712,0.559116084862131,-0.149421805194805,0.752734832303378,0.131489586561266,0.714686424528957
"CROCCL2",0,0,0,-0.303287546583848,0.354983460710368,0.10818418571428,0.76937752839655,0.367171259740261,0.317788918325209,-0.670458806324109,0.0188309779348283
"CROT",0.075,0.109879963065559,0.184879963065559,0.424271105590064,0.125282760872634,-0.462507814285717,0.143038641474629,0.185368714285715,0.545660977457237,0.238902391304349,0.306091969870703
"CRP",0.0262197902416781,0.0474519902706317,0.0736717805123098,-0.620050571428574,0.141122841534236,0.665282671428581,0.161682584980462,-0.0462340259740275,0.921067558754896,-0.573816545454546,0.109531985271449
"CRTAC1",0.1,0.232840236686391,0.332840236686391,0.110473801242231,0.854056104703982,-0.217896114285707,0.751019556473138,-0.508878012987013,0.450633645033333,0.619351814229245,0.2280929274638
"CRTAM",0,0.0833333333333333,0.0833333333333333,0.548827783229814,0.575193688856313,-0.267744097142857,0.810000581517159,1.08338196623377,0.32497878583873,-0.534554183003953,0.52060762291659
"CRTAP",0.294117647058824,0.0127906976744186,0.306908344733242,-0.512278316770183,0.0801589189731166,0.206283342857141,0.527765385325459,-0.24108105194805,0.456278949447696,-0.271197264822133,0.270687830817786
"CRTC1",0.0333333333333333,0.0510204081632653,0.0843537414965986,0.140911695652174,0.478766527620107,0.217034399999997,0.338445185768199,-0.185161272727273,0.406470659462227,0.326072968379447,0.0576273438420495
"CRTC2",0.0714285714285714,0.089956618960541,0.161385190389112,-0.0398112298136626,0.819716705097835,0.0555379428571392,0.778496358383687,-0.197249415584414,0.315808874705842,0.157438185770752,0.291253391918315
"CRTC3",0.228571428571429,0.00714285714285714,0.235714285714286,0.0954907701863386,0.758827095135388,0.649043742857134,0.0693032390837099,-0.281128415584415,0.421023986608658,0.376619185770753,0.15804986670952
"CRX",0,0,0,-0.582050490683232,0.0843311699787103,0.56376524285715,0.137197490069438,-0.416182415584418,0.266089684795915,-0.165868075098815,0.556983898220734
"CRY1",0.148148148148148,0.0556390977443609,0.203787245892509,0.140876335403727,0.508145581673372,-0.109091057142859,0.649971523136291,0.131860857142858,0.58001064334284,0.00901547826086935,0.960138630250117
"CRY2",0.075,0.133333333333333,0.208333333333333,0.077412776397515,0.716576833782548,-0.00224042857143125,0.992573880450123,0.0147148831168824,0.950840250275638,0.0626978932806326,0.729156190996683
"CRYAA",0.210526315789474,0.174444444444444,0.384970760233918,-0.889678080745345,0.286563482812278,0.222810228571431,0.816587369274395,0.431256662337661,0.643046193169697,-1.32093474308301,0.0656145931332633
"CRYAB",0.0338983050847458,0.0716321346352306,0.105530439719976,-0.0504731496894424,0.9557509925647,-0.0345092285714266,0.973312368373655,-1.10777158051948,0.279869544976954,1.05729843083004,0.175264663424473
"CRYBA1",0,0,0,0.645911662732919,0.199649204214986,-1.05702314212857,0.0657439205288206,0.512786975064935,0.361259948030969,0.133124687667984,0.753664530533219
"CRYBA2",0.0857142857142857,0.0733266733266733,0.159040959040959,0.0560046521739084,0.701804756894311,-0.0742898999999948,0.652916189348621,0.174440909090904,0.28946319830585,-0.118436256916996,0.342281520331112
"CRYBA4",0.173913043478261,0.0717391304347826,0.245652173913043,0.221306552795028,0.805910238791255,-1.00582831714285,0.327016353227951,0.771821857142855,0.445486405758073,-0.550515304347828,0.472762988957293
"CRYBB1",0.173913043478261,0.0717391304347826,0.245652173913043,-0.338912616521739,0.443209271457069,0.41259221,0.408860679617375,-0.3385152,0.493837213577381,-0.000397416521739156,0.999152610011054
"CRYBB2",0.263157894736842,0.0356606606606607,0.298818555397503,-0.718787987577641,0.341278839804589,-0.673002142857135,0.4310012912451,0.445467779220778,0.597293160865823,-1.16425576679842,0.0729715480273772
"CRYBB3",0.388888888888889,0.0386178861788618,0.427506775067751,1.60375311925466,0.0720007701015975,-1.53858127142857,0.127816494477143,1.52169175324675,0.125695977809708,0.0820613660079035,0.912201191532744
"CRYBG3",0.0883838383838384,0.086078668267584,0.174462506651422,1.74496643416149,0.0128660600900271,-1.79804644285715,0.0264200418568404,1.74203887012987,0.0256494664063469,0.00292756403162109,0.995948165186729
"CRYGA",0,0.0441176470588235,0.0441176470588235,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
