"Gene","Promoter","Enhancer","Methylation_score","NR_R_logFC","NR_R_P.Value","R_REL_logFC","R_REL_P.Value","OR_R_logFC","OR_R_P.Value","NR_OR_logFC","NR_OR_P.Value"
"SAR1B",0.1875,0.0346550622762289,0.222155062276229,0.225761248447205,0.146373320191899,-0.391088757142863,0.0295491044625602,0.136183857142858,0.430459936733337,0.0895773913043474,0.493649409460893
"SARDH",0.2,0.0833333333333333,0.283333333333333,0.157862385093169,0.347826149095085,-0.173081428571435,0.362909394568659,0.161318064935067,0.391340814364489,-0.0034556798418981,0.980603957548385
"SARM1",0.114583333333333,0.0567185289957567,0.17130186232909,-0.745620968944099,0.501295110662828,0.0523513428571418,0.966861682738814,0.315702675324675,0.798939072846923,-1.06132364426877,0.261730903819945
"SARNP",0.0670969242397814,0.0597850926245442,0.126882016864326,-0.177561799378881,0.672477688311442,0.490103522857142,0.304077271389149,0.0571929389610397,0.903155069051205,-0.23475473833992,0.511012615429056
"SARS",0.112781906079708,0.0331875971574506,0.145969503237158,0.244122260869567,0.250784098235651,-0.0889935000000035,0.709180995445249,0.0407808181818199,0.86308323751279,0.203341442687747,0.259866026419748
"SARS2",0.0563185654008439,0.0439957326428845,0.100314298043728,0.0123789906832297,0.967531102904119,0.0719886171428583,0.834384234404526,-0.427213202597402,0.213493007656103,0.439592193280632,0.0935404833689114
"SART1",0.25,0.00680272108843537,0.256802721088435,-0.0194804099378869,0.942330802267521,0.0295740142857097,0.922648453053978,-0.0321370779220755,0.915149844096986,0.0126566679841886,0.955863728698325
"SART3",0.0612244897959184,0.0486296587330244,0.109854148528943,0.0413958757764012,0.808742911533493,-0.0198099714285824,0.918439747633551,-0.191392428571427,0.320096011066607,0.232788304347828,0.113596265989769
"SASH1",0.4,0.05,0.45,0.260118583850936,0.123131203966062,-0.11166161428572,0.555999367416263,0.166450441558444,0.37441027399005,0.0936681422924917,0.5089485918305
"SASH3",0,0,0,-0.177575746583851,0.889092800552947,0.399169325714286,0.781807476657329,-0.489382867532468,0.731640514614032,0.311807120948617,0.773164625133715
"SASS6",0,0.0727415765931042,0.0727415765931042,0.267628142857144,0.268248123674654,-0.280426342857147,0.309931290266471,-0.0966345844155807,0.719619210261783,0.364262727272725,0.0789246752744127
"SAT1",0.00111111111111111,0.00416666666666667,0.00527777777777778,0.0995110310559015,0.726858079725405,-0.27328185714286,0.397313576373824,0.0156723116883124,0.960801864783979,0.0838387193675891,0.728936041503125
"SAT2",0,0,0,-0.159898217391304,0.682504517376693,-0.443833600000003,0.344289635708947,-0.00798536363636337,0.985436052014036,-0.151912853754941,0.647306730903976
"SATB1",0.2,0.0714285714285714,0.271428571428571,-0.0878490559006204,0.702587750155704,-0.208760857142861,0.424665787737092,-0.0435677792207785,0.865663281783386,-0.0442812766798419,0.820622499707938
"SATB2",0.0756302521008403,0.024534942182001,0.100165194282841,0.447090596273295,0.151456597312623,0.0955206428571334,0.787390083598831,-0.00634241558441317,0.985347408341133,0.453433011857708,0.0881386931330393
"SATL1",0,0,0,-0.55623560931677,0.620986517641353,-0.940758982857143,0.459985672042481,-0.249005066233766,0.843175375132553,-0.307230543083004,0.747584836682917
"SAV1",0.15,0.0588235294117647,0.208823529411765,0.279460327391304,0.420681993657775,-0.133988052,0.732679841435754,0.0873600818181818,0.821633554224238,0.192100245573122,0.514050379465557
"SBDS",0,0,0,0.0863710931677053,0.647257661672276,-0.0276031714285745,0.897736946335459,-0.148079610389608,0.484320801763069,0.234450703557314,0.14759723762034
"SBDSP1",0,0,0,-0.245385701863354,0.266451831173909,0.413805371428568,0.102643609510188,-0.0406869350649353,0.868506720311887,-0.204698766798419,0.274910600516729
"SBF1",0.263157894736842,0.0534188034188034,0.316576698155645,0.146052149068323,0.679315746915144,-0.0812127142857211,0.838827233930663,0.16520607792208,0.676328188576753,-0.0191539288537568,0.949053874723882
"SBF1P1",0,0,0,0.128232031055902,0.582315567168825,0.10789774285714,0.683397590182205,-0.107984779220778,0.679021139533099,0.23621681027668,0.235581566545029
"SBF2",0.0582306830907055,0.0925686093123651,0.150799292403071,-0.744081546583855,0.241056199678989,0.38927918571429,0.590437037443454,0.170845714285712,0.80878335144565,-0.914927260869567,0.0921155643748662
"SBK1",0.166666666666667,0.172549019607843,0.33921568627451,-0.0800437577639741,0.759883325219961,0.254971214285709,0.395237097107475,-0.299997441558443,0.308848759220502,0.219953683794468,0.324918208175264
"SBK2",0.16,0.102606846899084,0.262606846899084,0.142688905031056,0.889371135382468,-0.169024202857144,0.884354847101104,0.732986771038962,0.524345512221861,-0.590297866007905,0.49901065522601
"SBNO1",0.0909090909090909,0.0946207430340557,0.185529833943147,-0.412830621118018,0.156774015821446,0.536377242857154,0.104455614016981,-0.604601961038965,0.0660557296301207,0.191771339920947,0.435231268115275
"SBNO2",0.153455954653248,0.184083493751567,0.337539448404815,0.1109110310559,0.535349964071695,-0.00206945714286189,0.991859921825668,-0.151679051948052,0.449595911506131,0.262590083003952,0.0881576514481214
"SBSN",0.0833333333333333,0.0657574606845164,0.14909079401785,-0.613858677018631,0.035687748599926,0.224618785714277,0.493715159498149,-0.392277103896101,0.223538112861147,-0.221581573122529,0.362865761749342
"SC4MOL",0,0,0,-1.28680956503106,0.25681994467294,0.973171332857149,0.447189658093012,-1.09753827649351,0.386532212975166,-0.189271288537553,0.843289216036988
"SC5DL",0,0,0,0.587399495652174,0.133854598071524,-0.330966500000001,0.454084498979468,0.418061727272727,0.337433352041765,0.169337768379447,0.607092547433425
"SC65",0,0,0,0.106820906832298,0.74348999265439,0.11339807142857,0.758607702554727,0.0307988831168826,0.932833939062159,0.0760220237154154,0.783874181635017
"SCAF1",0.307692307692308,0.103532030332233,0.411224338024541,0.0463289099999998,0.897307291795066,0.15653429,0.700397115309827,0.396781990909091,0.32611859500488,-0.350453080909092,0.253519258111219
"SCAI",0.107142857142857,0.0679843304843305,0.175127187627188,-0.0431305652173899,0.856246182882215,-0.0215803000000072,0.936278543162031,-0.122604454545454,0.646000331127253,0.0794738893280638,0.694461493164806
"SCAMP1",0,0,0,0.157344465838511,0.608710410693855,0.104551442857141,0.765008454394191,0.0792910389610402,0.817648249476594,0.0780534268774709,0.764714284395238
"SCAMP2",0.162687886825818,0.106044894219557,0.268732781045375,0.186747130434784,0.40718985173467,-0.104304700000002,0.687179712612269,-0.0432093636363629,0.863583850329058,0.229956494071147,0.231271199731594
"SCAMP3",0.0839160839160839,0.153040752351097,0.236956836267181,0.150411186335402,0.421069944220195,-0.137413842857145,0.515159909247212,-0.123091857142857,0.556006985020408,0.273503043478259,0.0886924357875888
"SCAMP4",0,0,0,0.140528739130438,0.44242994590092,-0.0442389000000043,0.830223397040846,-0.114178181818182,0.576850501862139,0.254706920948619,0.104861033959736
"SCAMP5",0.212173913043478,0.0684385984385984,0.280612511482077,0.281387500621119,0.490660850609994,-0.56704365714286,0.221469262859412,0.146101866233766,0.748861791705101,0.135285634387353,0.695892566663037
"SCAND1",0,0.0763888888888889,0.0763888888888889,0.947872386770185,0.165658390502265,-0.0633001978571439,0.934534301038166,0.706651366493506,0.353462414722512,0.24122102027668,0.675023981516579
"SCAND2",0,0,0,-0.499592216770186,0.177885082231517,0.18133284285714,0.662775389092965,-0.240285779220779,0.559855002577921,-0.259306437549407,0.407469544684987
"SCAND3",0,0,0,0.146470226956522,0.535390356637628,-0.1857095,0.486751102256866,0.190184190909091,0.472749377614454,-0.0437139639525688,0.827271835206942
"SCAP",0.236772486772487,0.134251441580047,0.371023928352534,-0.0542572173913021,0.805007496775102,0.0885104999999946,0.72228140540377,-0.0448693636363622,0.855348244939298,-0.00938785375493989,0.959872803829167
"SCAPER",0.25,0.101587301587302,0.351587301587302,-0.305268298447205,0.781112134435743,-1.41523182385714,0.265212652710824,0.659296261038961,0.592508524082758,-0.964564559486166,0.303699802979013
"SCARA3",0.0857142857142857,0.142156862745098,0.227871148459384,0.229550037267083,0.239703453049592,-0.401551828571431,0.072705433153017,-0.098140571428571,0.651574091504498,0.327690608695654,0.0510448991274721
"SCARA5",0.153846153846154,0.0688414227434191,0.222687576589573,-2.46120576149069,0.0474516214455238,-0.21754377865714,0.878321172842584,1.45098135194805,0.289604510652744,-3.91218711343874,0.000397911114800318
"SCARB1",0.181818181818182,0.0295454545454545,0.211363636363636,-0.0232705962732966,0.97611558993168,-0.333927242857137,0.704480604227507,1.13289149740259,0.197069804441183,-1.15616209367589,0.0846614424040206
"SCARB2",0.0454545454545455,0.0446985446985447,0.0901530901530902,0.00577042236025083,0.990334780572449,0.157557342857136,0.769837114743079,0.0800027662337683,0.880820665505396,-0.0742323438735175,0.854430978060335
"SCARF1",0.0566037735849057,0.128472222222222,0.185075995807128,-0.0181431987577625,0.936143592944442,0.204898285714281,0.424652613282469,-0.0400091038961028,0.874676950564147,0.0218659051383403,0.90948067439221
"SCARF2",0.15,0.0535714285714286,0.203571428571429,-0.156288571428569,0.719975105038597,0.352077271428568,0.478168510672736,-0.462366389610389,0.345631649876491,0.306077818181819,0.409760093904488
"SCARNA1",0,0.0462955585991795,0.0462955585991795,-0.288832993788819,0.661384564932549,-0.146929971428577,0.843546345896829,0.64255938961039,0.385723781559884,-0.931392383399209,0.100731301431026
"SCARNA10",0.235294117647059,0.080084595959596,0.315378713606655,0.345908998168323,0.423732354874083,-0.425650954285714,0.398683166218078,0.367762422467532,0.44750300821763,-0.0218534242992095,0.952386326225407
"SCARNA11",0.120797231479108,0.0612209709048898,0.182018202383998,-0.235779782608693,0.762663991829535,0.602518599999998,0.495724900265012,0.0968862727272732,0.911747172126882,-0.332666055335967,0.616166811338954
"SCARNA12",0.09375,0.030239118989119,0.123989118989119,0.199831720496897,0.630685897259297,-0.278698585714293,0.555151498340199,0.29097674025974,0.532313246330584,-0.0911450197628429,0.79607547275578
"SCARNA14",0.129032258064516,0.0814814814814815,0.210513739545998,-0.369368847204969,0.706464071532387,0.236413262857141,0.831018126462739,0.65928223896104,0.548864504099382,-1.02865108616601,0.220134110092187
"SCARNA15",0,0.0535991140642303,0.0535991140642303,-0.173612453416149,0.767543840120764,-0.0129095857142918,0.984474911631938,0.551983376623375,0.40295399155648,-0.725595830039524,0.14999667931712
"SCARNA16",0.00462962962962963,0.0580545859304491,0.0626842155600787,-1.36659449795031,0.252551163074425,0.71071139042857,0.597454508582604,-0.238875653246754,0.857338192689296,-1.12771884470356,0.26604728434569
"SCARNA17",0,0.0273167217215176,0.0273167217215176,-0.0155222440993796,0.986028380532823,-1.25527184285714,0.216695881323493,0.782992451948052,0.431808820279646,-0.798514696047431,0.291612689102844
"SCARNA18",0,0.0191708959262303,0.0191708959262303,-0.749494792546582,0.303330483832376,0.402348814285711,0.623315794310818,0.152719558441559,0.850667639027397,-0.902214350988142,0.146787269373144
"SCARNA2",0.0270960047704234,0.0413729961883022,0.0684690009587256,0.121210304968944,0.888669974591697,-0.591788917142857,0.546263891153683,1.08921683896104,0.264473273926596,-0.968006533992095,0.191960423975196
"SCARNA20",0.0320610687022901,0.035138887186105,0.0671999558883951,-0.588145895031055,0.438348357796008,0.40003558285714,0.640656935048048,0.293444838961039,0.729274399233416,-0.881590733992094,0.174177179950566
"SCARNA21",0.00967741935483871,0.0550841607929893,0.064761580147828,0.170500099378884,0.758705848189326,-0.0869587428571545,0.889691151850667,0.713815415584417,0.253908418229164,-0.543315316205533,0.252100122704816
"SCARNA22",0.108974358974359,0,0.108974358974359,-0.961332598757764,0.36450694945913,-0.375899114285716,0.752759635606377,1.0222373961039,0.389093248733895,-1.98356999486166,0.0308637842767141
"SCARNA23",0,0,0,-0.143053186956521,0.77401506849832,-0.272882100000003,0.628126610280793,0.26380790909091,0.636649071078194,-0.406861096047431,0.338375301354965
"SCARNA27",0,0,0,-0.973855377701863,0.293936666059319,0.571911738571427,0.583831444986728,0.497021875064935,0.630928127239463,-1.4708772527668,0.0651857430156628
"SCARNA3",0,0,0,0.0560046521739102,0.823707467757251,-0.351042799999992,0.243330259255982,0.641103818181815,0.0265000698984343,-0.585099166007905,0.00825449089646504
"SCARNA4",0.268831168831169,0.105505198613703,0.374336367444872,-0.959263103726707,0.216523663463095,0.74058635285714,0.396580016749363,-0.0221040246753237,0.979552860255525,-0.937159079051384,0.156176936910668
"SCARNA5",0.0576923076923077,0.00899945125297238,0.0666917589452801,-0.379790235403727,0.545252933742354,0.293824857142854,0.678411865106258,-0.0404811298701304,0.954009479871192,-0.339309105533596,0.524633480125408
"SCARNA6",0,0.00318309141838554,0.00318309141838554,0.443248459627332,0.45857732233716,-0.0167401857142924,0.980435514540746,0.513180012987013,0.443681012942333,-0.0699315533596803,0.890175850622176
"SCARNA7",0,0.0228070175438596,0.0228070175438596,0.283205552795033,0.672587677443812,-0.167894457142862,0.824969438398807,0.882017493506495,0.242907887024543,-0.598811940711461,0.295054807148747
"SCARNA8",0.5,0.0243589743589744,0.524358974358974,0.182234447204973,0.451576629661042,-0.169696042857147,0.540092954491075,0.08114777922078,0.764153979203847,0.101086667984193,0.622334204934799
"SCARNA9",0,0.0403078403078403,0.0403078403078403,0.617620118012421,0.0168378959597216,-0.460239657142858,0.108808615534286,0.543564311688312,0.0575166454146496,0.0740558063241084,0.728106970331635
"SCARNA9L",0,0,0,-1.07822547329192,0.047580597719238,0.187255442857138,0.757000723924977,-0.52213487012987,0.383753721797992,-0.556090603162054,0.222924639025179
"SCCPDH",0,0,0,0.206713737708075,0.607471308959567,-0.530503437142858,0.254455286924045,-0.0816074092207791,0.856150238096317,0.288321146928854,0.399955733028981
"SCD",0.195479507592511,0.0734926609228134,0.268972168515324,-0.877614484472049,0.129425528205222,0.170150071428567,0.795143349475262,-0.712728753246753,0.268837198709521,-0.164885731225296,0.73433998099306
"SCD5",0.137254901960784,0.0329123548881232,0.170167256848907,0.170494447204969,0.641320645589545,-0.070754342857148,0.866177001651574,-0.0432131298701286,0.915954241021377,0.213707577075097,0.492292998217589
"SCEL",0,0,0,-0.304643204347826,0.549689353140925,0.50071744,0.385358327147002,0.190918672727273,0.737511762168945,-0.495561877075098,0.254199946604209
"SCFD1",0.0188679245283019,0.047805330634278,0.0666732551625799,0.0444299378881956,0.906895199270826,-0.454686985714277,0.292518304796605,-0.216962532467535,0.610580943211642,0.261392470355731,0.419371901074039
"SCFD2",0.105263157894737,0.167824074074074,0.273087231968811,0.124833298136648,0.391493862435041,-0.0726470285714313,0.661669161723444,0.0787960649350667,0.62825617506112,0.0460372332015808,0.708934884520104
"SCG2",0.125,0,0.125,0.403902583850932,0.0692060728824026,-0.129855214285718,0.59927063438606,0.13580916883117,0.579449856537113,0.268093415019762,0.152801481293819
"SCG3",0,0.0833333333333333,0.0833333333333333,0.0227588930434761,0.981686442207479,-2.15118476,0.0603227813044024,1.60287036363636,0.153311955321366,-1.58011147059289,0.0652958676413342
"SCG5",0.119678530424799,0.0169243070362473,0.136602837461046,1.583477,0.0275870288852976,-1.59700959999999,0.0483830430389595,1.18279409090909,0.136235431544207,0.400682909090908,0.501621107030816
"SCGB1A1",0.0666666666666667,0.126961681496914,0.193628348163581,0.364622548447203,0.621482680372592,-0.920421117142854,0.276569772501436,0.998060547142856,0.230500296122152,-0.633437998695653,0.314436004853284
"SCGB1C1",0.0408163265306122,0.0306122448979592,0.0714285714285714,-0.106260012422362,0.855281861097742,-0.248578257142854,0.706859788701552,-0.44560277922078,0.49568403469612,0.339342766798419,0.493803067409432
"SCGB1D1",0,0,0,-0.371834940372673,0.659900752333522,0.446657214285722,0.642352447780101,-0.818767805194807,0.38835517152385,0.446932864822134,0.533818953932147
"SCGB1D2",0,0,0,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"SCGB1D4",0.166666666666667,0.123493181174665,0.290159847841332,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"SCGB2A1",0.25,0.5,0.75,0.186082391304341,0.310951729339642,-0.074289899999993,0.718937083927502,0.00606518181817695,0.97635042558956,0.180017209486164,0.249167264380012
"SCGB2A2",0,0,0,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"SCGB3A1",0,0,0,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"SCGB3A2",0,0.0419621749408983,0.0419621749408983,-0.5264808757764,0.626704777356281,-0.615490807571425,0.618892811906798,0.692038416753246,0.568327482917994,-1.21851929252965,0.188468149357853
"SCGBL",0,0,0,-0.288953751552802,0.655464531698815,0.369950942857153,0.622704043834754,0.427731311688309,0.555715968988875,-0.71668506324111,0.195998726705893
"SCGN",0.277777777777778,0,0.277777777777778,-0.69185191304348,0.400160285112864,1.44023330000001,0.12436531852087,-0.0640390000000011,0.944364642990904,-0.627812913043479,0.368909288944828
"SCHIP1",0.0652525252525253,0.015,0.0802525252525253,0.07269014285714,0.903245664396364,-0.0458386428571371,0.946429656675264,-0.42148003896104,0.52997490430034,0.494170181818181,0.332840217569988
"SCIN",0,0,0,-0.856569690683229,0.261542383461239,1.44266870285714,0.0968590651300189,-0.341628033766233,0.687602647344901,-0.514941656916995,0.425216588196467
"SCLT1",0.0384615384615385,0.0548352610688412,0.0932967995303797,-0.942667006211181,0.481733123428845,-0.467048938571424,0.757666809462875,0.143748337662338,0.923500474556058,-1.08641534387352,0.340763027358636
"SCLY",0.132759132759133,0.0519036519036519,0.184662784662785,-0.193269509316768,0.316018238957914,-0.313777042857144,0.153056236400054,-0.125415129870127,0.559932417177148,-0.0678543794466409,0.677163331135374
"SCMH1",0.105263157894737,0.0416666666666667,0.146929824561403,0.154563695652174,0.488593914866964,-0.0432344000000016,0.863560398800032,0.00182781818181788,0.994151252276308,0.152735877470356,0.420744907458866
"SCML1",0,0,0,-0.20122113664596,0.469665371029084,0.338195471428571,0.286952583836143,-0.385690844155843,0.218381289871119,0.184469707509884,0.435304690351798
"SCML2",0,0,0,-0.122790085714286,0.86848006349061,-0.161964925285714,0.848656879740852,-0.124560167532467,0.880784972806554,0.00177008181818183,0.997756979765192
"SCML4",0.0625,0,0.0625,-0.173146894409937,0.751241121466794,0.601513615714284,0.332140036398804,-0.0730693766233754,0.90488575911124,-0.100077517786561,0.829133705359361
"SCN10A",0,0.166666666666667,0.166666666666667,0.382027552173914,0.614842801687427,0.251226059999997,0.771831194984811,0.443403018181819,0.60211798547514,-0.0613754660079047,0.924067812105406
"SCN11A",0,0,0,0.0468002919254618,0.901922457436056,-0.267393357142852,0.538972352653372,-0.131622324675327,0.757092341235666,0.178422616600789,0.580690144359488
"SCN1A",0,0,0,1.29547217639752,0.0786612215025809,-1.23202027857143,0.137878096166913,0.821682092207793,0.314019205973777,0.473790084189724,0.44284608687748
"SCN1B",0.0527972027972028,0.084841628959276,0.137638831756479,-0.753043801242241,0.17025901811909,-0.808452885714275,0.194052267738122,0.507381558441557,0.406452999268557,-1.2604253596838,0.00851058106369807
"SCN2A",0,0.037037037037037,0.037037037037037,0.612738827950311,0.222305808188621,-0.306892481428572,0.621646637276589,0.0634736687012989,0.909433757606748,0.549265159249012,0.198071156543082
"SCN2B",0.285714285714286,0.073514281711003,0.359228567425289,0.89007107453416,0.445266067151124,0.242773361857147,0.853386693463309,0.423310593506493,0.745231653290734,0.466760481027667,0.636747901335972
"SCN3A",0,0.00625,0.00625,-0.269764621118016,0.694293841789341,0.550175642857152,0.487455539739724,-0.0304156883116899,0.968415357821353,-0.239348932806326,0.681369510086772
"SCN3B",0,0,0,0.0617362608695657,0.960588218141568,1.74165192,0.224318526385237,-0.932217654545454,0.506274086011113,0.99395391541502,0.351048833152776
"SCN4A",0.0588235294117647,0,0.0588235294117647,1.47374544099379,0.0928546636335845,-2.55664620142857,0.0113652079755811,1.74984875324675,0.0753573101312695,-0.276103312252965,0.706898432436298
"SCN4B",0.194444444444444,0.0521367521367521,0.246581196581197,0.51173552795031,0.668050568043209,-0.61867045142857,0.646381853511954,1.62010583415584,0.228577034397655,-1.10837030620553,0.276625565501724
"SCN5A",0.0833333333333333,0.0221205186880244,0.105453852021358,1.72491179489441,0.0926288395858438,-2.27973093428571,0.0516154598351403,2.33114855064935,0.0438181618031617,-0.60623675575494,0.481060769050514
"SCN7A",0,0,0,1.30600445385093,0.150394707589987,-3.65975004928571,0.000710582843418423,2.11547092701299,0.0397752093935939,-0.809466473162055,0.291466282735251
"SCN8A",0.318181818181818,0,0.318181818181818,-1.33210637515528,0.267628988905616,-1.31503284971428,0.332257319922629,-0.266786647012987,0.841904190098053,-1.06531972814229,0.296179269527996
"SCN9A",0.357142857142857,0.0151515151515152,0.372294372294372,-1.20291776149068,0.207152012358338,0.242854887142854,0.822070723464773,-0.82170092077922,0.439316964663905,-0.381216840711462,0.635407214412833
"SCNM1",0.106060606060606,0.0015625,0.107623106060606,-2.64346862981366,0.024755738657706,-0.191300137142862,0.884054910290303,0.877029784415585,0.495626864428573,-3.52049841422925,0.000676109062089108
"SCNN1A",0.036697247706422,0.0963811359383071,0.133078383644729,0.0429769751552813,0.763390967000333,-0.0584245142857176,0.717788166940532,-0.141186558441557,0.378989925817776,0.184163533596839,0.13317023445604
"SCNN1B",0.333333333333333,0,0.333333333333333,-0.24738051173913,0.700898919736164,0.183276794,0.801294333866223,-0.0286577290909091,0.968286479950142,-0.218722782648221,0.689250537658631
"SCNN1D",0.0869565217391304,0.159103746294393,0.246060268033523,-0.496856515527953,0.695331154295732,-0.434634741428566,0.761669624461871,1.94503800324675,0.174892769930047,-2.4418945187747,0.0270851737406987
"SCNN1G",0.166666666666667,0.0434782608695652,0.210144927536232,-0.104947719006211,0.801079015996018,0.444501248571427,0.346899388876529,-0.127273892207792,0.785021579739154,0.0223261732015811,0.949660013902401
"SCO1",0.0882694541231127,0.0906763285024155,0.178945782625528,0.243393608695647,0.416014276404091,-0.0742898999999948,0.825505364832395,0.43807336363636,0.193625985450592,-0.194679754940713,0.443464786665668
"SCO2",0.0587206752255296,0.0941771951061803,0.15289787033171,0.189694012422362,0.298531661772278,0.021741757142852,0.915993886985761,-0.0521943116883117,0.797373076119882,0.241888324110674,0.121120820657808
"SCOC",0,0.0522860593512767,0.0522860593512767,-0.108574242236023,0.723351989490419,-0.342975914285716,0.333979105046657,0.267565805194807,0.437233946225516,-0.37614004743083,0.152864750207511
"SCP2",0.0326797385620915,0,0.0326797385620915,-0.119504419068322,0.729289447103119,-0.0895544657142873,0.818394321418305,0.376920594805195,0.33189338632159,-0.496425013873517,0.0950927431532451
"SCPEP1",0.307692307692308,0.138888888888889,0.446581196581197,-0.00840321739130001,0.969838583561284,-0.295344800000005,0.249108193378349,0.253368727272727,0.311360560328557,-0.261771944664027,0.169676965884261
"SCRG1",0,0,0,0.274334229813666,0.623896665909329,-0.97905134285715,0.125907612008808,0.611258233766233,0.331141087877364,-0.336924003952568,0.478860275298686
"SCRIB",0.080952380952381,0,0.080952380952381,-0.0646006153416154,0.903633810741438,0.214205163428572,0.727988448240091,-0.337312831428571,0.573083730368493,0.272712216086956,0.548009562521223
"SCRN1",0.094017094017094,0,0.094017094017094,-0.0946474968944084,0.805693370072109,-0.316877085714291,0.467440170598381,0.124685922077923,0.772365337302032,-0.219333418972331,0.502943876578176
"SCRN2",0.0789473684210526,0.144188596491228,0.223135964912281,-1.12070764906832,0.08433994436126,0.303754014285707,0.678068162355089,-0.474318896103895,0.508592692399872,-0.646388752964427,0.237161818053057
"SCRN3",0.105263157894737,0.1344839561841,0.239747114078837,0.245654627329194,0.493348895877502,0.192881635714282,0.63818259382454,0.0631482597402599,0.874789883578291,0.182506367588934,0.548776353885484
"SCRT1",0.109756097560976,0.0238095238095238,0.133565621370499,0.419654260869567,0.0623549491543736,-0.293187500000005,0.245711941424406,0.0601616363636364,0.808088303680393,0.35949262450593,0.0601880792345625
"SCRT2",0.1875,0,0.1875,-0.612140161490687,0.0895212158966445,0.10574645714286,0.803186910409983,-0.321380675324678,0.420628124644189,-0.290759486166009,0.337270268340364
"SCT",0.21875,0.0471698113207547,0.265919811320755,1.75393725956522,0.0276410111276184,-1.12848119999999,0.202824471041325,1.54381469090909,0.0805765353570728,0.210122568656125,0.750032201962571
"SCTR",0,0,0,0.629155161490678,0.449075609702201,-1.00938320714285,0.298645753812842,1.24391603896104,0.184242096078325,-0.614760877470359,0.384247959984134
"SCUBE1",0.363636363636364,0.0833333333333333,0.446969696969697,0.275584360248446,0.601999101139824,-0.341486042857139,0.567841602291749,0.395063051948052,0.504845055670688,-0.119478691699606,0.789833602856677
"SCUBE2",1,0.0220621077206443,1.02206210772064,0.544631178322981,0.569042309873354,-0.702597714714287,0.515754586628955,-0.22196866974026,0.835606287182536,0.766599848063241,0.346675162949205
"SCUBE3",0.416666666666667,0.02,0.436666666666667,0.561704770186335,0.513653564580057,-0.718849817142854,0.465298932156384,-0.410317779220779,0.66972347454795,0.972022549407114,0.186269111617785
"SCXB",0,0,0,0.435005245341615,0.208145321255362,-0.386104331428572,0.321748941386152,0.194166116883117,0.613474838856583,0.240839128458497,0.409657346391838
"SCYL1",0.25,0.131944444444444,0.381944444444444,-1.68630177018635,0.0486107257782329,-0.226116742857126,0.817139964151413,-0.441258675324676,0.638547189816694,-1.24504309486167,0.0849153782642908
"SCYL2",0.219512195121951,0.0248084053107977,0.244320600432749,0.0466919627329219,0.757946344962428,0.0664139285714231,0.700870078295701,-0.114338337662335,0.501264586709544,0.161030300395257,0.214233999895146
"SCYL3",0.0888888888888889,0.146885614218365,0.235774503107254,-0.133718043478257,0.429684499967166,0.254865099999992,0.186157657839152,-0.240344909090907,0.207357789782715,0.10662686561265,0.458202668921436
"SDAD1",0.113520408163265,0.025782628738857,0.139303036902122,0.322059086956521,0.146429169140233,-0.238457200000003,0.338355046653459,0.134153545454544,0.585561203770428,0.187905541501977,0.31558881414786
"SDC1",0.1445,0.0670111105226317,0.211511110522632,0.340663701863356,0.0897435544888534,0.010850628571422,0.9615872018879,-0.0573569740259714,0.795734139349006,0.398020675889327,0.021205264751955
"SDC2",0.132575757575758,0.103801206103838,0.236376963679595,-2.01349152173913,0.121458683639209,0.0146777200000006,0.991965240647345,1.07881755,0.454426384656344,-3.09230907173913,0.00640420739416713
"SDC3",0,0.126386312100598,0.126386312100598,-1.94166585279503,0.0535365279545818,0.078094677142861,0.944533247055695,-0.176656414415584,0.872945457799877,-1.76500943837945,0.0393274581316752
"SDC4",0.3125,0.171847058134214,0.484347058134214,-1.80839012608696,0.053320100305033,0.405173404,0.696578424467049,0.0810630072727276,0.93713377769301,-1.88945313335968,0.0185485558125253
"SDC4P",0,0,0,-2.20642035180124,0.0585983108245274,0.597306715714286,0.644647829487532,-0.801485062077922,0.532779262978988,-1.40493528972332,0.152840885893069
"SDCBP",0.0810159436410827,0.0287377678682026,0.109753711509285,-0.221172378881985,0.435270681454798,-0.0478498428571479,0.880885662650205,0.0215095064935076,0.945818572565757,-0.242681885375492,0.31445704348711
"SDCBP2",0.0967741935483871,0,0.0967741935483871,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"SDCCAG1",0,0,0,0.73300169689441,0.331774404001434,-1.16661733428571,0.176172321127993,0.763882014285715,0.366201876807031,-0.0308803173913048,0.96140957252451
"SDCCAG3",0.0105263157894737,0.170762570762571,0.181288886552044,0.366737757763979,0.113952327683996,-0.15122721428572,0.559995501928893,-0.0301756493506486,0.906344365529591,0.396913407114628,0.0456642943858526
