Gene	logFC	P.Value	Promoter	Enhancer	Methylation_score	nes	pval	Eigen_centrality	Page_rank	TF	Cluster
C14orf162	0.364531726708078	0.123470162349185	0	0	0	0	1	0	0	FALSE	999
C14orf165	-0.122532515527954	0.721110053383053	0	0	0	0	1	0	0	FALSE	999
C14orf166	-0.0561837080745295	0.78780127458843	0.0336134453781513	0.0370027271756748	0.070616172553826	0	1	0	0	FALSE	999
C14orf166B	0.0560046521739102	0.631355419450001	0	0.078676861494199	0.078676861494199	0	1	0	0	FALSE	999
C14orf167	1.02764175155279	0.167434425415506	0	0	0	0	1	0	0	FALSE	999
C14orf169	-0.258401824223602	0.3705581385712	0	0	0	0	1	0	0	FALSE	999
C14orf174	0.278879844720498	0.189244467967198	0	0	0	0	1	0	0	FALSE	999
C14orf176	0.116645310807453	0.775690419879953	0	0	0	0	1	0	0	FALSE	999
C14orf177	-0.801330109068324	0.190935669454867	0	0	0	0	1	0	0	FALSE	999
C14orf178	0.0560046521739102	0.692262835872759	0.0645161290322581	0.0507233725394103	0.115239501571668	0	1	0	0	FALSE	999
C14orf179	0.374491709378882	0.189173145439913	0	0	0	0	1	0	0	FALSE	999
C14orf180	0.649165729813666	0.0275644856246642	0.145833333333333	0.128949470775669	0.274782804109003	0	1	0	0	FALSE	999
C14orf181	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C14orf182	0.0248748618509315	0.96092795202767	0.272727272727273	0.112091503267974	0.384818775995247	0	1	0	0	FALSE	999
C14orf183	-0.632743371204969	0.487796416090829	0.2	0.0858931783589318	0.285893178358932	0	1	0	0	FALSE	999
C14orf184	0.267467406521739	0.572118220857113	0	0	0	0	1	0	0	FALSE	999
C14orf19	0.864044478260865	0.162805332142166	0	0	0	0	1	0	0	FALSE	999
C14orf2	0.178034086708075	0.550413338240389	0.0906859806859807	0.0406386071263669	0.131324587812348	0	1	0	0	FALSE	999
C14orf21	-0.411168161490682	0.0277019346116393	0	0	0	0	1	0	0	FALSE	999
C14orf23	0.3399119689441	0.208444643962852	0.136356764928193	0.00529100529100529	0.141647770219199	0	1	0	0	FALSE	999
C14orf28	0.0560046521739102	0.631355419450001	0.0666666666666667	0.0479264430895242	0.114593109756191	0	1	0	0	FALSE	999
C14orf33	-0.454834944099382	0.520781924308119	0	0	0	0	1	0	0	FALSE	999
C14orf34	-0.392301919254662	0.0870379456554754	0	0	0	0	1	0	0	FALSE	999
C14orf37	-0.179599377093167	0.690703964465767	0.0555555555555556	0.0749128919860627	0.130468447541618	0	1	0	0	FALSE	999
C14orf39	1.39338917391304	0.186650405906166	0.166666666666667	0.0454545454545455	0.212121212121212	0	1	0	0	FALSE	999
C14orf4	0.163238782608697	0.623151511338612	0	0	0	0	1	0	0	FALSE	999
C14orf43	-0.258773788198757	0.497402752163793	0	0	0	0	1	0	0	FALSE	999
C14orf45	0.0535352546583887	0.769255656898639	0	0	0	0	1	0	0	FALSE	999
C14orf48	-0.129112157763974	0.815576899431379	0	0	0	0	1	0	0	FALSE	999
C14orf49	-0.349758881987581	0.427201757016826	0	0	0	0	1	0	0	FALSE	999
C14orf50	1.59276210652174	0.0271545199516293	0	0	0	0	1	0	0	FALSE	999
C14orf53	0.154206043478256	0.403953273923004	0	0	0	0	1	0	0	FALSE	999
C14orf64	1.22266289440994	0.386973954397699	0	0	0	0	1	0	0	FALSE	999
C14orf68	1.11673033540373	0.108433061810199	0	0	0	0	1	0	0	FALSE	999
C14orf70	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C14orf72	-0.509863935341615	0.586816649567026	0	0	0	0	1	0	0	FALSE	999
C14orf73	-0.271296732919255	0.710397370358052	0	0	0	0	1	0	0	FALSE	999
C14orf79	0.260281503975156	0.526770650783015	0.258064516129032	0.0666666666666667	0.324731182795699	0	1	0	0	FALSE	999
C14orf80	0.182088572049691	0.636766378575798	0.092436974789916	0.0865974912271637	0.17903446601708	0	1	0	0	FALSE	999
C14orf86	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C14orf93	0.162287403726708	0.40803441328022	0.0263157894736842	0.0416666666666667	0.0679824561403509	0	1	0	0	FALSE	999
C15orf17	0.245545838509318	0.476536167469503	0	0	0	0	1	0	0	FALSE	999
C15orf2	-0.292258440993789	0.312018606724992	0.133333333333333	0.0277777777777778	0.161111111111111	0	1	0	0	FALSE	999
C15orf21	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C15orf23	-1.00818772670808	0.152151723405554	0	0	0	0	1	0	0	FALSE	999
C15orf24	-0.420322658385092	0.211059299426505	0	0	0	0	1	0	0	FALSE	999
C15orf26	-0.214441254658383	0.262597662867146	0	0	0	0	1	0	0	FALSE	999
C15orf27	-0.634439057701863	0.565690543917401	0.2	0.0416666666666667	0.241666666666667	0	1	0	0	FALSE	999
C15orf28	-0.0301152553416157	0.951765698393115	0	0	0	0	1	0	0	FALSE	999
C15orf29	2.67558970807453	8.36554583620475e-05	0	0	0	0	1	0	0	FALSE	999
C15orf32	0.0560046521739102	0.692551621354007	0	0	0	0	1	0	0	FALSE	999
C15orf33	0.0905765907453418	0.783652455405362	0	0	0	0	1	0	0	FALSE	999
C15orf34	0.336067515527947	0.458103239705485	0	0	0	0	1	0	0	FALSE	999
C15orf37	-0.199192770670808	0.625452464297548	0.0186915887850467	0.144226907630522	0.162918496415569	0	1	0	0	FALSE	999
C15orf38	0.360440298136643	0.42790164114385	0.0769230769230769	0.0442532613585245	0.121176338281601	0	1	0	0	FALSE	999
C15orf39	0.0963520124223614	0.777443832021955	0.25	0.0978088131327772	0.347808813132777	0	1	0	0	FALSE	999
C15orf40	0.0899020496894414	0.666595343909447	0.0380952380952381	0.070886479264742	0.10898171735998	0	1	0	0	FALSE	999
C15orf41	0.208691070434783	0.559157524263826	0	0	0	0	1	0	0	FALSE	999
C15orf42	-0.419335288012422	0.509067362158544	0	0	0	0	1	0	0	FALSE	999
C15orf43	0.0124248571428547	0.967517845452631	0	0	0	0	1	0	0	FALSE	999
C15orf44	0.132435832298138	0.507270942745962	0	0	0	0	1	0	0	FALSE	999
C15orf48	-0.259937109937889	0.751529188539673	0.285714285714286	0.0524171000678715	0.338131385782157	0	1	0	0	FALSE	999
C15orf5	-0.575630198757768	0.247008907862462	0.0926814478643747	0.0690625504752768	0.161743998339651	0	1	0	0	FALSE	999
C15orf50	0.156883999999996	0.517895172199537	0	0	0	0	1	0	0	FALSE	999
C15orf51	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C15orf52	-0.199698732919254	0.665300602892455	0.27027027027027	0.11015625	0.38042652027027	0	1	0	0	FALSE	999
C15orf53	0.0226794077018633	0.962794823121851	0.0769230769230769	0.0700624266800737	0.146985503603151	0	1	0	0	FALSE	999
C15orf54	0.819062291925462	0.34337855765261	0.153846153846154	0.0993589743589744	0.253205128205128	0	1	0	0	FALSE	999
C15orf55	-0.0810051925465869	0.899777854537171	0	0	0	0	1	0	0	FALSE	999
C15orf56	1.48905243478261	0.17670334526947	0.024390243902439	0.0235267988415117	0.0479170427439507	0	1	0	0	FALSE	999
C15orf57	-0.177205093167705	0.792776688346171	0	0.0576923076923077	0.0576923076923077	0	1	0	0	FALSE	999
C15orf58	-0.0173007826086944	0.924767629311026	0	0	0	0	1	0	0	FALSE	999
C15orf59	0.45798669378882	0.0646300027593954	0.0833333333333333	0.128623188405797	0.21195652173913	0	1	0	0	FALSE	999
C15orf60	0.739295481366459	0.275800296268764	0	0	0	0	1	0	0	FALSE	999
C15orf61	0.112037127950311	0.702113506459116	0.0441176470588235	0.144588744588745	0.188706391647568	0	1	0	0	FALSE	999
C15orf62	1.23621814798758	0.0421840240800928	0.0882352941176471	0.05	0.138235294117647	0	1	0	0	FALSE	999
C15orf63	0.0851914161490681	0.736182680556491	0	0	0	0	1	0	0	FALSE	999
C16orf11	0.196406925465836	0.771004108536396	0.162162162162162	0.208333333333333	0.370495495495495	0	1	0	0	FALSE	999
C16orf13	-0.133835398136645	0.623250258331887	0.062015503875969	0.25	0.312015503875969	0	1	0	0	FALSE	999
C16orf3	0.843917534782609	0.324310241765544	0	0	0	0	1	0	0	FALSE	999
C16orf42	-0.0688015590062112	0.745985854509705	0	0	0	0	1	0	0	FALSE	999
C16orf45	-0.557238737577639	0.560832973525046	0.111111111111111	0.089234693877551	0.200345804988662	0	1	0	0	FALSE	999
C16orf46	0.465800617080745	0.227708444767218	0.0425531914893617	0.0874323966740847	0.129985588163446	0	1	0	0	FALSE	999
C16orf48	0.0353249908695652	0.915416933252317	0	0	0	0	1	0	0	FALSE	999
C16orf5	-0.126603604596273	0.835474429083326	0.121221788572076	0.0704158533220056	0.191637641894081	0	1	0	0	FALSE	999
C16orf52	0.312332018633541	0.343751363499894	0	0	0	0	1	0	0	FALSE	999
C16orf53	0.273515039130435	0.427190723024715	0	0	0	0	1	0	0	FALSE	999
C16orf54	-0.0736170993788816	0.747558793039195	0.0555555555555556	0.102631997404592	0.158187552960148	0	1	0	0	FALSE	999
C16orf55	0.0705348074534191	0.864773598654107	0	0	0	0	1	0	0	FALSE	999
C16orf57	-0.176319916770186	0.508576720363997	0	0	0	0	1	0	0	FALSE	999
C16orf58	-0.350600447204967	0.222503680228721	0.169811320754717	0.0438488455684	0.213660166323117	0	1	0	0	FALSE	999
C16orf59	0.142699341614908	0.595403888474977	0.130434782608696	0.0813589395678948	0.21179372217659	0	1	0	0	FALSE	999
C16orf61	0.163092136645963	0.461274031583244	0	0	0	0	1	0	0	FALSE	999
C16orf62	0.197975211180125	0.214954575614483	0.0393220338983051	0.0373921613127679	0.076714195211073	0	1	0	0	FALSE	999
C16orf63	0.144584217391306	0.5234977746575	0	0	0	0	1	0	0	FALSE	999
C16orf68	0.0380914347826105	0.817246593074627	0	0	0	0	1	0	0	FALSE	999
C16orf7	-0.202905188757764	0.584519291240818	0.194088130535233	0.0579729464555711	0.252061076990804	0	1	0	0	FALSE	999
C16orf70	-0.304213403726708	0.279183945329196	0.21875	0.0532495129713327	0.271999512971333	0	1	0	0	FALSE	999
C16orf71	-0.23207704968944	0.367415115772908	0.0306122448979592	0.0473484848484848	0.077960729746444	0	1	0	0	FALSE	999
C16orf72	0.132287784223602	0.848027236032058	0.25	0.0726783744928906	0.322678374492891	0	1	0	0	FALSE	999
C16orf73	-0.130309894409936	0.41078540826389	0	0	0	0	1	0	0	FALSE	999
C16orf74	0.967371503105588	0.299505145015792	0.142857142857143	0	0.142857142857143	0	1	0	0	FALSE	999
C16orf75	-0.797423468006211	0.23879907044302	0	0	0	0	1	0	0	FALSE	999
C16orf78	-0.197693042714286	0.791564186539142	0	0	0	0	1	0	0	FALSE	999
C16orf79	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C16orf80	-0.110713664596274	0.668362477846937	0.285714285714286	0.0416666666666667	0.327380952380952	0	1	0	0	FALSE	999
C16orf81	0.0906605900621074	0.856176552011341	0	0	0	0	1	0	0	FALSE	999
C16orf82	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C16orf86	-0.142668604037266	0.721725618598404	0.0384615384615385	0.122667486687976	0.161129025149515	0	1	0	0	FALSE	999
C16orf87	-0.148249850931676	0.619322141783964	0.166666666666667	0.0311224489795918	0.197789115646259	0	1	0	0	FALSE	999
C16orf88	0.153564447204969	0.540373206202567	0	0	0	0	1	0	0	FALSE	999
C16orf89	1.36049135900621	0.114938908977697	0.102564102564103	0.0161375661375661	0.118701668701669	0	1	0	0	FALSE	999
C16orf90	0.39172826832298	0.653117811146655	0.333333333333333	0.145833333333333	0.479166666666667	0	1	0	0	FALSE	999
C16orf91	-0.339077190683229	0.61981027529121	0	0	0	0	1	0	0	FALSE	999
C16orf92	0.185177130434779	0.436871062260516	0.121951219512195	0.0777262282520868	0.199677447764282	0	1	0	0	FALSE	999
C16orf93	0.270781678881989	0.581573317772857	0.0406976744186047	0.158188463014478	0.198886137433083	0	1	0	0	FALSE	999
C17orf100	0.75181568658385	0.270328489303107	0.123076923076923	0.01953125	0.142608173076923	0	1	0	0	FALSE	999
C17orf101	-0.0446298881987577	0.859313204063885	0	0	0	0	1	0	0	FALSE	999
C17orf102	0.0560046521739102	0.631355419450001	0.119047619047619	0.166666666666667	0.285714285714286	0	1	0	0	FALSE	999
C17orf103	-0.53209054968944	0.329583051209726	0	0	0	0	1	0	0	FALSE	999
C17orf104	0.044772426459627	0.94984000935884	0.0666666666666667	0.104166666666667	0.170833333333333	0	1	0	0	FALSE	999
C17orf105	-0.308687310559009	0.716740217361646	0.222222222222222	0.204994192799071	0.427216415021293	0	1	0	0	FALSE	999
C17orf106	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C17orf107	-0.791471715093167	0.322293328993615	0.033112582781457	0.0460834582022981	0.0791960409837551	0	1	0	0	FALSE	999
C17orf108	0.601949155279502	0.34826507051499	0	0	0	0	1	0	0	FALSE	999
C17orf28	-1.95333958819876	0.107596922578682	0	0	0	0	1	0	0	FALSE	999
C17orf37	-0.289206925465839	0.382287405041156	0	0	0	0	1	0	0	FALSE	999
C17orf39	-0.00933869565217327	0.96373613789512	0	0	0	0	1	0	0	FALSE	999
C17orf42	0.242219486335405	0.260946363405127	0	0	0	0	1	0	0	FALSE	999
C17orf44	0.289719652173909	0.577907590990475	0	0	0	0	1	0	0	FALSE	999
C17orf46	0.398602845341615	0.479494061609341	0	0	0	0	1	0	0	FALSE	999
C17orf47	-0.113275180124226	0.886353028375635	0.0816326530612245	0.037037037037037	0.118669690098262	0	1	0	0	FALSE	999
C17orf48	0.320727571428574	0.300099116568917	0	0	0	0	1	0	0	FALSE	999
C17orf49	-0.0341377329192536	0.858433367712896	0.0575539568345324	0	0.0575539568345324	0	1	0	0	FALSE	999
C17orf50	0.223926374534159	0.794882157341938	0.15	0	0.15	0	1	0	0	FALSE	999
C17orf51	-0.669656110559008	0.456816532502917	0	0	0	0	1	0	0	FALSE	999
C17orf53	-0.706748397515527	0.0601914902286687	0.125	0.333333333333333	0.458333333333333	0	1	0	0	FALSE	999
C17orf54	-0.903923363354039	0.407913386846473	0	0	0	0	1	0	0	FALSE	999
C17orf55	1.27910021801242	0.212884852899606	0	0	0	0	1	0	0	FALSE	999
C17orf56	-0.0884872409937887	0.803759072966212	0	0	0	0	1	0	0	FALSE	999
C17orf57	0.661363664596275	0.129316981615552	0	0	0	0	1	0	0	FALSE	999
C17orf58	-0.853072553602485	0.124917568661948	0	0.243478260869565	0.243478260869565	0	1	0	0	FALSE	999
C17orf59	-0.0132631105590066	0.970055277784983	0.28	0.150655223329642	0.430655223329642	0	1	0	0	FALSE	999
C17orf60	0.276373177639752	0.534240931415835	0	0	0	0	1	0	0	FALSE	999
C17orf61	0.395766211180125	0.379838608980855	0.147058823529412	0.162767379679144	0.309826203208556	0	1	0	0	FALSE	999
C17orf62	-0.16349157763975	0.631368169106315	0.130434782608696	0	0.130434782608696	0	1	0	0	FALSE	999
C17orf63	0.123896254658386	0.599091575754357	0	0	0	0	1	0	0	FALSE	999
C17orf64	0.141192529813665	0.872356468015415	0.222222222222222	0.055328798185941	0.277551020408163	0	1	0	0	FALSE	999
C17orf65	-0.00985198440993787	0.974191576569797	0	0	0	0	1	0	0	FALSE	999
C17orf66	0.785697182670808	0.284196034639708	0.25	0.0421768707482993	0.292176870748299	0	1	0	0	FALSE	999
C17orf67	-0.495987822981366	0.517751284589974	0.0941176470588235	0.0974825174825175	0.191600164541341	0	1	0	0	FALSE	999
C17orf68	0.143466173913044	0.616418483840819	0	0	0	0	1	0	0	FALSE	999
C17orf69	0.0286500472049687	0.957975145103197	0	0	0	0	1	0	0	FALSE	999
C17orf70	0.00246788695652356	0.995237441116825	0.0892857142857143	0.212961988304094	0.302247702589808	0	1	0	0	FALSE	999
C17orf71	0.23393746583851	0.169065677903846	0	0	0	0	1	0	0	FALSE	999
C17orf72	0.875770940372671	0.13443572582384	0.0476190476190476	0.132191168866205	0.179810216485252	0	1	0	0	FALSE	999
C17orf73	-0.640211981366464	0.0976187858150353	0	0	0	0	1	0	0	FALSE	999
C17orf74	0.270303043478255	0.225582434944878	0.0625	0.120710784313725	0.183210784313726	0	1	0	0	FALSE	999
C17orf75	-0.0221578136645957	0.901322133777387	0.0465116279069767	0.0201992134062928	0.0667108413132695	0	1	0	0	FALSE	999
C17orf76	-0.56177959036646	0.163653756553458	0	0	0	0	1	0	0	FALSE	999
C17orf77	-0.00275157142857374	0.99442885994715	0	0	0	0	1	0	0	FALSE	999
C17orf78	2.3915769552795	0.00500269248527639	0.107142857142857	0.0478395061728395	0.154982363315697	0	1	0	0	FALSE	999
C17orf79	-0.0630271261490685	0.87169423263759	0	0	0	0	1	0	0	FALSE	999
C17orf80	0.207831180124225	0.401641485924265	0.037593984962406	0.0283950617283951	0.0659890466908011	0	1	0	0	FALSE	999
C17orf81	0.0685596708074545	0.76142979912849	0	0	0	0	1	0	0	FALSE	999
C17orf82	0.340628987577636	0.353512900277311	0.222222222222222	0.0545454545454545	0.276767676767677	0	1	0	0	FALSE	999
C17orf85	0.133587645962735	0.468680167572195	0.0526315789473684	0.0557884928954111	0.10842007184278	0	1	0	0	FALSE	999
C17orf86	0.767111217391304	0.196951980179726	0	0	0	0	1	0	0	FALSE	999
C17orf87	0.280217814906834	0.670118455094493	0	0	0	0	1	0	0	FALSE	999
C17orf88	0.853006391304343	0.190246266783471	0	0	0	0	1	0	0	FALSE	999
C17orf89	0.0982231637888201	0.810530808617787	0.138888888888889	0.367735042735043	0.506623931623932	0	1	0	0	FALSE	999
C17orf90	0.110496847888199	0.776651683794256	0	0	0	0	1	0	0	FALSE	999
C17orf91	-1.09721702621118	0.00786625443301834	0	0	0	0	1	0	0	FALSE	999
C17orf93	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
C17orf95	0.0326277204968957	0.879050675441107	0	0	0	0	1	0	0	FALSE	999
C17orf96	0.78129767763975	0.332354345639311	0.222222222222222	0.182809042809043	0.405031265031265	0	1	0	0	FALSE	999
C17orf97	-0.0328542360248432	0.945193503126439	0	0.0512645968700779	0.0512645968700779	0	1	0	0	FALSE	999
C17orf98	0.839840658385089	0.246320011460562	0.0909090909090909	0.0392156862745098	0.130124777183601	0	1	0	0	FALSE	999
C17orf99	-1.50269563888199	0.197523029677107	0.261234567901235	0.0804938271604938	0.341728395061728	0	1	0	0	FALSE	999
C18orf1	0.0669631453416151	0.806620396107749	0	0	0	0	1	0	0	FALSE	999
C18orf10	0.996527971428572	0.0317112539795396	0	0	0	0	1	0	0	FALSE	999
C18orf16	-0.045221975155278	0.861025496152344	0	0	0	0	1	0	0	FALSE	999
C18orf18	0.0994366521739076	0.473690793932638	0	0	0	0	1	0	0	FALSE	999
C18orf19	0.438295999999997	0.152079417026442	0	0	0	0	1	0	0	FALSE	999
C18orf2	0.721563652173907	0.302988334579412	0.0914662290373865	0.0388479388479388	0.130314167885325	0	1	0	0	FALSE	999
C18orf20	1.2796322173913	0.133843755132155	0	0	0	0	1	0	0	FALSE	999
C18orf21	0.0560046521739093	0.888130501835799	0.0967741935483871	0	0.0967741935483871	0	1	0	0	FALSE	999
C18orf22	0.120845714285714	0.393410924781794	0	0	0	0	1	0	0	FALSE	999
C18orf25	0.240695111801244	0.373895987127193	0.0882352941176471	0.0624945103205973	0.150729804438244	0	1	0	0	FALSE	999
C18orf26	0.0914284658385105	0.55765872158031	0	0	0	0	1	0	0	FALSE	999
C18orf32	-0.00165622981366376	0.992980502068687	0.0599078341013825	0.0458872265122265	0.105795060613609	0	1	0	0	FALSE	999
C18orf34	-0.239489428571434	0.463109740897214	0	0	0	0	1	0	0	FALSE	999
C18orf45	0.247830254658386	0.262445864355574	0	0	0	0	1	0	0	FALSE	999
C18orf54	0.02983568136646	0.934091057858808	0.142857142857143	0.0351461563307494	0.178003299187892	0	1	0	0	FALSE	999
C18orf55	0.282961689440996	0.321175714307456	0	0	0	0	1	0	0	FALSE	999
C18orf56	-0.298585304906833	0.706540041229354	0.0545454545454545	0.018721198156682	0.0732666527021366	0	1	0	0	FALSE	999
C18orf62	0.124012652173907	0.423419205323997	0	0	0	0	1	0	0	FALSE	999
C18orf8	0.0147030745341636	0.926809797030334	0.0833333333333333	0.0464285714285714	0.129761904761905	0	1	0	0	FALSE	999
C19orf10	-0.241402807453416	0.429247868369767	0	0	0	0	1	0	0	FALSE	999
C19orf12	0.440124105590063	0.138137497594843	0.0615384615384615	0.0694253663003663	0.130963827838828	0	1	0	0	FALSE	999
C19orf18	0.0827839349689438	0.903987656691103	0	0.137896825396825	0.137896825396825	0	1	0	0	FALSE	999
C19orf2	-0.0194914596273277	0.930100920406209	0.107061521050179	0.159089805446737	0.266151326496916	0	1	0	0	FALSE	999
C19orf20	0.0741236335403723	0.737303778363299	0	0	0	0	1	0	0	FALSE	999
C19orf21	-0.0796764167701871	0.900922009594528	0	0	0	0	1	0	0	FALSE	999
C19orf22	-1.08580595652174	0.278400405258752	0	0	0	0	1	0	0	FALSE	999
C19orf23	-0.440951236024843	0.232303748004923	0	0	0	0	1	0	0	FALSE	999
C19orf24	-0.0315407322981343	0.920831152067582	0.106060606060606	0.0416666666666667	0.147727272727273	0	1	0	0	FALSE	999
C19orf25	-0.34363214285714	0.279977013895936	0.101449275362319	0.166666666666667	0.268115942028985	0	1	0	0	FALSE	999
C19orf26	-0.298939364658385	0.490620155853656	0.108108108108108	0.170874010663423	0.278982118771531	0	1	0	0	FALSE	999
C19orf28	-1.32454855031056	0.096644270951095	0	0	0	0	1	0	0	FALSE	999
C19orf29	0.231567006211181	0.493061118963725	0	0	0	0	1	0	0	FALSE	999
C19orf30	0.533534521739127	0.178318035267656	0	0	0	0	1	0	0	FALSE	999
C19orf33	0.0560046521739102	0.631355419450001	0.0606060606060606	0.0625	0.123106060606061	0	1	0	0	FALSE	999
C19orf34	1.18361207931677	0.136155554812019	0	0	0	0	1	0	0	FALSE	999
C19orf35	-0.901791901608695	0.0680418042645723	0.222222222222222	0.0930232558139535	0.315245478036176	0	1	0	0	FALSE	999
C19orf36	0.390727421968944	0.290530216428973	0	0	0	0	1	0	0	FALSE	999
C19orf38	-0.687585188819875	0.272289480813449	0	0.149844497607656	0.149844497607656	0	1	0	0	FALSE	999
C19orf39	-0.245000008074534	0.399913655279927	0	0	0	0	1	0	0	FALSE	999
C19orf40	-0.290404636645963	0.299999393113025	0.111111111111111	0.062962962962963	0.174074074074074	0	1	0	0	FALSE	999
C19orf41	0.0560046521739084	0.689996115852236	0	0	0	0	1	0	0	FALSE	999
C19orf42	0.0542975900621134	0.761371796515262	0	0	0	0	1	0	0	FALSE	999
C19orf43	-0.393366614906831	0.0477126625614908	0.115789473684211	0.0692640692640693	0.18505354294828	0	1	0	0	FALSE	999
C19orf44	0.377718077639752	0.228835394835849	0.0540540540540541	0.0480769230769231	0.102130977130977	0	1	0	0	FALSE	999
C19orf45	-0.778461764782608	0.454258289459025	0.204081632653061	0	0.204081632653061	0	1	0	0	FALSE	999
C19orf46	0.539209181987576	0.236118108424613	0	0	0	0	1	0	0	FALSE	999
C19orf47	0.0749064658385099	0.74025837131957	0.0388349514563107	0	0.0388349514563107	0	1	0	0	FALSE	999
C19orf48	-0.300531038509315	0.51281278018123	0.0459770114942529	0.1	0.145977011494253	0	1	0	0	FALSE	999
C19orf50	0.0610167515527964	0.748162024945334	0	0	0	0	1	0	0	FALSE	999
C19orf51	0.294569553416149	0.811831925317731	0	0	0	0	1	0	0	FALSE	999
C19orf52	0.136642897515528	0.766839903286287	0.134146341463415	0.3125	0.446646341463415	0	1	0	0	FALSE	999
C19orf53	-0.0900991242236024	0.617922828615082	0.0819672131147541	0.0845238095238095	0.166491022638564	0	1	0	0	FALSE	999
C19orf54	-0.596124360248445	0.059937485461433	0.032258064516129	0.18125	0.213508064516129	0	1	0	0	FALSE	999
C19orf55	-0.000305384472048864	0.998754787826606	0.34	0.166044776119403	0.506044776119403	0	1	0	0	FALSE	999
C19orf56	-0.014491490683227	0.96003075500175	0	0	0	0	1	0	0	FALSE	999
C19orf57	-0.315017670807454	0.524287964623016	0.131578947368421	0.106962481962482	0.238541429330903	0	1	0	0	FALSE	999
C19orf59	-0.38490017490062	0.709861459498171	0.0625	0.0533333333333333	0.115833333333333	0	1	0	0	FALSE	999
C19orf6	-0.295216670807454	0.737628503538218	0.0908848897711609	0.102713957476543	0.193598847247704	0	1	0	0	FALSE	999
C19orf60	0.0429205031055906	0.82616565528256	0.102040816326531	0.0710227272727273	0.173063543599258	0	1	0	0	FALSE	999
C19orf61	-0.039764273291925	0.889129888224476	0	0	0	0	1	0	0	FALSE	999
C19orf62	-0.169405012422359	0.489279644617964	0	0	0	0	1	0	0	FALSE	999
C19orf63	-0.0409318136645949	0.756219238386606	0	0	0	0	1	0	0	FALSE	999
C19orf66	0.2993999378882	0.39972575573813	0.103448275862069	0.0833333333333333	0.186781609195402	0	1	0	0	FALSE	999
C19orf69	0.319617677018635	0.155116999093646	0.0810810810810811	0.136666666666667	0.217747747747748	0	1	0	0	FALSE	999
C19orf70	-0.0548340248447197	0.819029644645691	0	0	0	0	1	0	0	FALSE	999
C19orf71	-0.452729684285714	0.282934965802125	0.0674157303370786	0.333333333333333	0.400749063670412	0	1	0	0	FALSE	999
C19orf73	-0.210188280745342	0.803151891759553	0.16	0.0285714285714286	0.188571428571429	0	1	0	0	FALSE	999
C19orf75	1.1567514910559	0.13792263306164	0	0	0	0	1	0	0	FALSE	999
C19orf76	0.171273557329193	0.752905097804524	0	0	0	0	1	0	0	FALSE	999
C19orf77	-0.317038876397513	0.630394513076485	0.141414141414141	0	0.141414141414141	0	1	0	0	FALSE	999
C1D	-0.0844325590062107	0.842730099912765	0.149614675720501	0.0526766347102881	0.202291310430789	0	1	0	0	FALSE	999
C1GALT1	0.114386300000001	0.620014952497651	0	0	0	0	1	0	0	FALSE	999
C1GALT1C1	-0.106183180124225	0.576209491501994	0	0	0	0	1	0	0	FALSE	999
C1orf100	1.22126924409938	0.214833657630936	0	0	0	0	1	0	0	FALSE	999
C1orf101	-0.377483304347825	0.382491184229024	0.1	0	0.1	0	1	0	0	FALSE	999
C1orf103	-0.565968434782611	0.257295074562992	0	0	0	0	1	0	0	FALSE	999
C1orf104	0.126726074534156	0.68607223259705	0	0	0	0	1	0	0	FALSE	999
C1orf105	0.398668354037268	0.216633228027485	0	0.00765765765765766	0.00765765765765766	0	1	0	0	FALSE	999
C1orf106	0.210879217391302	0.437106525361813	0.181818181818182	0	0.181818181818182	0	1	0	0	FALSE	999
C1orf107	-0.446526480745341	0.362593900432004	0	0	0	0	1	0	0	FALSE	999
C1orf109	0.333346316770181	0.589262491021774	0.157894736842105	0.0896601757914609	0.247554912633566	0	1	0	0	FALSE	999
C1orf110	0.740436677018631	0.495523080410323	0	0	0	0	1	0	0	FALSE	999
C1orf111	-0.0910488136645951	0.532782097134927	0	0.0322039072039072	0.0322039072039072	0	1	0	0	FALSE	999
C1orf112	0.174872658385092	0.821983001698829	0.138888888888889	0.0664196078431373	0.205308496732026	0	1	0	0	FALSE	999
C1orf113	-0.432715060869565	0.608365648472496	0	0	0	0	1	0	0	FALSE	999
C1orf114	-0.176152914285713	0.510974387605408	0	0	0	0	1	0	0	FALSE	999
C1orf115	0.905093745341613	0.187641144321801	0.19047619047619	0.0147058823529412	0.205182072829132	0	1	0	0	FALSE	999
C1orf116	0.19887405484472	0.596804775221109	0.0769230769230769	0.00704524233935999	0.0839683192624369	0	1	0	0	FALSE	999
C1orf122	0.0560046521739102	0.631355419450001	0.118421052631579	0.105005443472936	0.223426496104515	0	1	0	0	FALSE	999
