Gene	logFC	P.Value	Promoter	Enhancer	Methylation_score	nes	pval	Eigen_centrality	Page_rank	TF	Cluster
ZBTB16	0.291711068322983	0.371940113305129	0.037037037037037	0.0330453073639798	0.0700823444010168	0	1	0	0	FALSE	999
ZBTB17	0.12119841614907	0.517418261306734	0	0	0	0	1	0	0	FALSE	999
ZBTB2	0.388933130434782	0.0577759594451091	0.112913438834402	0.0334508199235124	0.146364258757914	0	1	0	0	FALSE	999
ZBTB20	-0.54036204968944	0.334488210077937	0.134265734265734	0.030293384180944	0.164559118446678	0	1	0	0	FALSE	999
ZBTB22	-0.0963910807453408	0.638166452680647	0.0828877005347594	0.130804135287636	0.213691835822395	0	1	0	0	FALSE	999
ZBTB24	0.0174844968944097	0.947848094158075	0.0952380952380952	0	0.0952380952380952	0	1	0	0	FALSE	999
ZBTB25	0.12679095031056	0.691071297744529	0.0099009900990099	0.0540674603174603	0.0639684504164702	0	1	0	0	FALSE	999
ZBTB26	0.100659316770187	0.606522779783456	0.111111111111111	0	0.111111111111111	0	1	0	0	FALSE	999
ZBTB3	-0.0459835838509299	0.834905254353081	0.126645466215428	0.0718906125190141	0.198536078734442	0	1	0	0	FALSE	999
ZBTB32	0.42122524099379	0.217848080119888	0	0.0816684693771308	0.0816684693771308	0	1	0	0	FALSE	999
ZBTB33	-0.0625693565217382	0.846894225844763	0	0	0	0.438452064342232	0.661058611748526	0	0	TRUE	999
ZBTB34	-0.0629943341614898	0.822493569439161	0.2	0.188888888888889	0.388888888888889	0	1	0	0	FALSE	999
ZBTB37	0.0965881231677015	0.833567617168867	0.0334928229665072	0.0527497789566755	0.0862426019231827	0	1	0	0	FALSE	999
ZBTB38	0.203899422360251	0.365838901850855	0	0.0617283950617284	0.0617283950617284	0	1	0	0	FALSE	999
ZBTB39	-0.0530608385093165	0.824953492483325	0.25	0.0852760815461981	0.335276081546198	0	1	0	0	FALSE	999
ZBTB4	-0.78781664	0.14395887902363	0.128318097888705	0.0728971063747439	0.201215204263449	0	1	0	0	FALSE	999
ZBTB40	0.183559489440993	0.763325728555317	0	0	0	0	1	0	0	FALSE	999
ZBTB41	0.094741614906833	0.654833953865381	0.105263157894737	0.0416666666666667	0.146929824561403	0	1	0	0	FALSE	999
ZBTB42	-0.206680658385092	0.427908825372988	0.154761904761905	0.0493827160493827	0.204144620811287	0	1	0	0	FALSE	999
ZBTB43	0.435045608695654	0.00768039126550342	0.0740740740740741	0	0.0740740740740741	0	1	0	0	FALSE	999
ZBTB44	0.219065198757765	0.395350044734269	0.135135135135135	0.0642968262448838	0.199431961380019	0	1	0	0	FALSE	999
ZBTB45	-0.164817546459627	0.691408235511038	0.194615899457128	0.0289115646258503	0.223527464082978	0	1	0	0	FALSE	999
ZBTB46	0.0580542857142858	0.732192753069637	0	0.0532967032967033	0.0532967032967033	0	1	0	0	FALSE	999
ZBTB47	-0.121667453416147	0.508559137651393	0.315789473684211	0.0343236714975845	0.350113145181795	0	1	0	0	FALSE	999
ZBTB48	-0.0309877142857133	0.911892223774929	0.036144578313253	0.107323125610397	0.14346770392365	0	1	0	0	FALSE	999
ZBTB49	0.975029274161491	0.315683079006159	0.104477611940299	0.0621212121212121	0.166598824061511	0	1	0	0	FALSE	999
ZBTB5	0.134652987577638	0.511974728174255	0.166666666666667	0	0.166666666666667	0	1	0	0	FALSE	999
ZBTB6	0.192138242236025	0.382950354585224	0	0	0	0	1	0	0	FALSE	999
ZBTB7A	-0.0602508136645952	0.815850401654702	0.259259259259259	0	0.259259259259259	0	1	0	0	FALSE	999
ZBTB7B	-0.0703322795031056	0.787524325266947	0.0363636363636364	0.0920967741935484	0.128460410557185	0	1	0	0	FALSE	999
ZBTB7C	-0.243337944099378	0.34074199686063	0.25	0	0.25	0	1	0	0	FALSE	999
ZBTB8A	-0.306176658385094	0.439206341604811	0	0.0172697368421053	0.0172697368421053	0	1	0	0	FALSE	999
ZBTB8B	0.153183782608695	0.859321189028699	0.333333333333333	0.125	0.458333333333333	0	1	0	0	FALSE	999
ZBTB8OS	0.275105644720497	0.727109361722163	0.0131578947368421	0.0607822732822733	0.0739401680191154	0	1	0	0	FALSE	999
ZBTB9	0.0560046521739102	0.631355419450001	0.155844155844156	0	0.155844155844156	0	1	0	0	FALSE	999
ZC3H10	-0.0132646708074518	0.953349534326713	0.230769230769231	0.0858388117004416	0.316608042469672	0	1	0	0	FALSE	999
ZC3H11A	0.469107922981367	0.0750393038940471	0.0909090909090909	0.0967487505373514	0.187657841446442	0	1	0	0	FALSE	999
ZC3H12A	0.0290731726708082	0.904265495781988	0.166666666666667	0.0910491912569475	0.257715857923614	0	1	0	0	FALSE	999
ZC3H12B	0.0440824472049695	0.76739148909057	0	0	0	0	1	0	0	FALSE	999
ZC3H12C	-0.401318720496893	0.200405702245131	0.153846153846154	0.0642857142857143	0.218131868131868	0	1	0	0	FALSE	999
ZC3H12D	0.0388025608695655	0.946539592334356	0	0.0648148148148148	0.0648148148148148	0	1	0	0	FALSE	999
ZC3H13	-0.00968330124223549	0.984546577089927	0.15	0.0444444444444444	0.194444444444444	0	1	0	0	FALSE	999
ZC3H14	0.797198584906833	0.124406618571416	0.0576923076923077	0	0.0576923076923077	0	1	0	0	FALSE	999
ZC3H15	0.238091173913049	0.381636321024872	0.136363636363636	0.0136904761904762	0.150054112554113	0	1	0	0	FALSE	999
ZC3H18	0.0787536211180111	0.663182497852582	0.173913043478261	0.188541661367748	0.362454704846009	0	1	0	0	FALSE	999
ZC3H3	0.260496527950311	0.236678221903901	0	0	0	0	1	0	0	FALSE	999
ZC3H4	-0.0822513913043457	0.686042956346776	0.263157894736842	0	0.263157894736842	0	1	0	0	FALSE	999
ZC3H6	-0.04836660248447	0.860192379430782	0.166666666666667	0.0175438596491228	0.184210526315789	0	1	0	0	FALSE	999
ZC3H7A	-0.0125127950310553	0.939883117975315	0	0.151794871794872	0.151794871794872	0	1	0	0	FALSE	999
ZC3H7B	0.12809940372671	0.599717514031433	0	0	0	0	1	0	0	FALSE	999
ZC3H8	0.0722942298136662	0.681469099589769	0	0.0565202667872287	0.0565202667872287	0	1	0	0	FALSE	999
ZC3HAV1	0.537526378881989	0.0812610391801664	0.0664642375168691	0.0188679245283019	0.085332162045171	0	1	0	0	FALSE	999
ZC3HAV1L	0.234073701863357	0.19857730060568	0.0769230769230769	0	0.0769230769230769	0	1	0	0	FALSE	999
ZC3HC1	-0.0156921739130418	0.919459208994249	0.115384615384615	0.00520833333333333	0.120592948717949	0	1	0	0	FALSE	999
ZC4H2	-0.151114653664596	0.707305398445095	0	0	0	0	1	0	0	FALSE	999
ZCCHC10	0.018624714285715	0.946164407410542	0.024390243902439	0.134055759055759	0.158446002958198	0	1	0	0	FALSE	999
ZCCHC11	0.284266391925466	0.427981581544491	0.0285714285714286	0	0.0285714285714286	0	1	0	0	FALSE	999
ZCCHC12	-0.0637400124223615	0.773575281221745	0	0	0	0	1	0	0	FALSE	999
ZCCHC13	0.389266757763973	0.228028954658513	0	0	0	0	1	0	0	FALSE	999
ZCCHC14	0.0989204509316757	0.918172146175247	0	0	0	0	1	0	0	FALSE	999
ZCCHC16	0.0560046521739102	0.748983418076781	0	0	0	0	1	0	0	FALSE	999
ZCCHC17	-0.615966372049689	0.137096301087575	0	0	0	0	1	0	0	FALSE	999
ZCCHC18	0.0560046521739084	0.689996115852236	0	0	0	0	1	0	0	FALSE	999
ZCCHC2	-1.31080014111801	0.0718688983569161	0.356081081081081	0.063337250293772	0.419418331374853	0	1	0	0	FALSE	999
ZCCHC24	0.123451167701865	0.560645740501961	0.2	0	0.2	0	1	0	0	FALSE	999
ZCCHC3	-0.0234439254658385	0.895541929496973	0.0909090909090909	0.05	0.140909090909091	0	1	0	0	FALSE	999
ZCCHC4	-0.673368530434783	0.160761080245804	0.125	0.0505952380952381	0.175595238095238	0	1	0	0	FALSE	999
ZCCHC5	0.27103378757764	0.343039801447886	0	0	0	0	1	0	0	FALSE	999
ZCCHC6	0.404484987577641	0.070511347401495	0.0930232558139535	0.0181594180225282	0.111182673836482	0	1	0	0	FALSE	999
ZCCHC7	1.59449544838509	0.119554974883628	0	0.106914040416947	0.106914040416947	0	1	0	0	FALSE	999
ZCCHC8	0.013795968944101	0.953380034452423	0	0	0	0	1	0	0	FALSE	999
ZCCHC9	0.312211422360251	0.0889964786986879	0.040650406504065	0.00480769230769231	0.0454580988117573	0	1	0	0	FALSE	999
ZCRB1	-0.0250836273291908	0.881415241241363	0.00709219858156028	0.00987394957983193	0.0169661481613922	0	1	0	0	FALSE	999
ZCWPW1	0.454161751552796	0.107064569436076	0.0416377515614157	0.0473923512340967	0.0890301027955124	0	1	0	0	FALSE	999
ZCWPW2	0.121117832298139	0.714341219245674	0.0246913580246914	0.0656641720892207	0.090355530113912	0	1	0	0	FALSE	999
ZDBF2	0.324883074534163	0.272244720233824	0	0	0	0	1	0	0	FALSE	999
ZDHHC1	-0.010577111801239	0.948243467946358	0.157476633911269	0.0763372904048192	0.233813924316088	0	1	0	0	FALSE	999
ZDHHC11	0.296159391304348	0.524278821260499	0	0.085315171480355	0.085315171480355	0	1	0	0	FALSE	999
ZDHHC12	0.472151165838509	0.645855225385035	0.0666666666666667	0.0946196660482375	0.161286332714904	0	1	0	0	FALSE	999
ZDHHC13	-0.8654017100559	0.0772221480672564	0.0967741935483871	0	0.0967741935483871	0	1	0.0730211101226575	0.00058698780344036	FALSE	1
ZDHHC14	0.742449377080746	0.286563782754936	0.0789473684210526	0.054503367003367	0.13345073542442	0	1	0	0	FALSE	999
ZDHHC15	-0.215453502484471	0.476988129143608	0	0	0	0	1	0	0	FALSE	999
ZDHHC16	0.159245869565218	0.591661258269668	0.0272727272727273	0.0853896103896104	0.112662337662338	0	1	0	0	FALSE	999
ZDHHC17	-0.0933914037267076	0.719262023001066	0.25	0.047568955261263	0.297568955261263	0	1	0	0	FALSE	999
ZDHHC18	1.24400221614907	0.141572224304066	0.333333333333333	0.117139651226339	0.450472984559672	0	1	0	0	FALSE	999
ZDHHC19	0.197734807453418	0.320689999911646	0.0454545454545455	0.14499484004128	0.190449385495825	0	1	0	0	FALSE	999
ZDHHC2	0.0542103478260838	0.905447904460963	0.196176257541582	0.0721254319026989	0.268301689444281	0	1	0	0	FALSE	999
ZDHHC20	-0.0957607453416118	0.796329100588359	0.0277777777777778	0.188869767385392	0.21664754516317	0	1	0	0	FALSE	999
ZDHHC21	-0.713435258385094	0.502621824254624	0	0	0	0	1	0	0	FALSE	999
ZDHHC22	0.0881537080745387	0.7267346739643	0.15625	0.107142857142857	0.263392857142857	0	1	0	0	FALSE	999
ZDHHC23	-0.235565944099378	0.351942308375218	0	0	0	0	1	0	0	FALSE	999
ZDHHC24	0.318894602484472	0.276143581668605	0.191780821917808	0.169834307992203	0.361615129910011	0	1	0	0	FALSE	999
ZDHHC3	0.926163745341616	0.0449453377872608	0.0526315789473684	0.0336363636363636	0.086267942583732	0	1	0	0	FALSE	999
ZDHHC4	0.148894397515529	0.694484406849993	0.0573308270676692	0	0.0573308270676692	0	1	0	0	FALSE	999
ZDHHC5	-0.308151950310558	0.0860125549773646	0.272727272727273	0.0666738429740739	0.339401115701347	0	1	0	0	FALSE	999
ZDHHC6	0.0319001987577643	0.88401455966938	0	0.221445221445221	0.221445221445221	0	1	0	0	FALSE	999
ZDHHC7	0.142954024844722	0.43969262760823	0.185185185185185	0.0869983478679131	0.272183533053098	0	1	0	0	FALSE	999
ZDHHC8	-0.0414149378881987	0.864369394132949	0.35	0.0131578947368421	0.363157894736842	0	1	0	0	FALSE	999
ZDHHC8P1	0.294358360248449	0.0913082833314935	0	0	0	0	1	0	0	FALSE	999
ZDHHC9	0.332582304347826	0.267340567510735	0	0	0	0	1	0	0	FALSE	999
ZEB1	-0.295408857142863	0.659436117521695	0.00970873786407767	0.036907875617553	0.0466166134816307	0.592524820602	0.553499205058375	0	0	TRUE	999
ZEB2	-0.0268217515527942	0.935018551210972	0.0890763159712628	0.0611702127659574	0.15024652873722	0	1	0	0	FALSE	999
ZER1	0.366776959006214	0.477355650219672	0	0	0	0	1	0	0	FALSE	999
ZFAND1	-0.210477459627327	0.429949067651404	0.138888888888889	0	0.138888888888889	0	1	0	0	FALSE	999
ZFAND2A	-0.141096223602482	0.674100822081928	0.0261437908496732	0	0.0261437908496732	0	1	0	0	FALSE	999
ZFAND2B	-0.0362371863354016	0.870931646793528	1	0.126262626262626	1.12626262626263	0	1	0	0	FALSE	999
ZFAND3	-0.206482335403728	0.277894126474469	0.25	0.0587719298245614	0.308771929824561	0	1	0	0	FALSE	999
ZFAND5	0.221744316770186	0.345592536214754	0.0208333333333333	0.0869565217391304	0.107789855072464	0	1	0	0	FALSE	999
ZFAND6	-0.0552519937888176	0.852178443014894	0.0602409638554217	0.0533513708513709	0.113592334706793	0	1	0	0	FALSE	999
ZFAT	-0.211780900621119	0.199973803508876	0.073345259391771	0.0960700982295667	0.169415357621338	0	1	0	0	FALSE	999
ZFATAS	-0.243380931677018	0.271521931776345	0	0	0	0	1	0	0	FALSE	999
ZFC3H1	-0.215623987577639	0.324688703152759	0.110095554632322	0.0338964867110664	0.143992041343389	0	1	0	0	FALSE	999
ZFHX3	0.311897565217388	0.224843466464946	0.1	0.023155737704918	0.123155737704918	0	1	0	0	FALSE	999
ZFHX4	0.284221757763977	0.130006890822954	0.0754716981132075	0.0426954732510288	0.118167171364236	0	1	0	0	FALSE	999
ZFP1	-1.79923566621118	0.119537066282505	0.148680124223602	0.0697670486976521	0.218447172921255	0	1	0	0	FALSE	999
ZFP106	1.03236296273292	0.0439345146864532	0	0	0	0	1	0	0	FALSE	999
ZFP112	-0.271399244037269	0.775948835577078	0	0	0	0	1	0	0	FALSE	999
ZFP14	0.232667594409938	0.288865483477633	0.142857142857143	0.0802321060022999	0.223089248859443	0	1	0	0	FALSE	999
ZFP161	0.0387773726708112	0.840630460416675	0	0	0	0	1	0	0	FALSE	999
ZFP2	0.172250347826087	0.417647869477531	0.123376623376623	0.0131359307359307	0.136512554112554	0	1	0	0	FALSE	999
ZFP28	0.330744881987578	0.321171556413169	0.0454545454545455	0.0656796536796537	0.111134199134199	0	1	0	0	FALSE	999
ZFP3	-0.52001759627329	0.394735522495216	0.120320560414414	0.0564909255736207	0.176811485988035	0	1	0	0	FALSE	999
ZFP30	1.78004227204969	0.0045873718926448	0.0508771929824561	0.111111111111111	0.161988304093567	0	1	1.04110441000262e-16	0.000299222022742429	FALSE	331
ZFP36	0.0145136521739144	0.965329681313294	0.115558409436834	0.056830287025435	0.172388696462269	0	1	0	0	FALSE	999
ZFP36L1	0.289344149068325	0.387773871968089	0.046875	0.0301587301587302	0.0770337301587302	0	1	0	0	FALSE	999
ZFP36L2	0.208122860496895	0.726655431154886	0.150684931506849	0.0603952930059125	0.211080224512762	0	1	0	0	FALSE	999
ZFP37	0.01897301863354	0.962153268073422	0.176470588235294	0	0.176470588235294	0	1	0	0	FALSE	999
ZFP41	-0.0197272919254647	0.953749062565409	0.0847457627118644	0.219014319014319	0.303760081726183	0	1	0	0	FALSE	999
ZFP42	-0.521333097080747	0.543798131281768	0	0	0	0	1	0	0	FALSE	999
ZFP57	0.6004605089441	0.0243346920106169	0.0833333333333333	0.025	0.108333333333333	0	1	0	0	FALSE	999
ZFP62	0.0560046521739102	0.631355419450001	0.227272727272727	0.108895661882145	0.336168389154873	0	1	0	0	FALSE	999
ZFP64	2.40973072670807	0.163475559332788	0	0	0	0	1	0	0	FALSE	999
ZFP82	0.314190248447206	0.222167431996049	0.125	0.09375	0.21875	0	1	0	0	FALSE	999
ZFP90	-0.0252937888198748	0.91848985990167	0.00442086648983201	0.0722218370412665	0.0766427035310985	0	1	0	0	FALSE	999
ZFP91	0.345629534161491	0.198925142658551	0.0338983050847458	0.107003418967878	0.140901724052624	0	1	0	0	FALSE	999
ZFP91-CNTF	0.366251877639752	0.268450844914209	0.0338983050847458	0.107003418967878	0.140901724052624	0	1	0	0	FALSE	999
ZFP92	0.0492706014037276	0.858159962345036	0	0	0	0	1	0	0	FALSE	999
ZFPL1	0.0560046521739102	0.631355419450001	0.100613982966924	0.142857142857143	0.243471125824067	0	1	0	0	FALSE	999
ZFPM1	-0.916281369937888	0.227617871014099	0.315789473684211	0.140151515151515	0.455940988835726	0	1	0	0	FALSE	999
ZFPM2	-0.106128267080742	0.518147023834897	0.176470588235294	0.080952380952381	0.257422969187675	0	1	0	0	FALSE	999
ZFR	1.21884478074534	0.315966441130745	0.0825066137566138	0.0415421226822558	0.12404873643887	0	1	0	0	FALSE	999
ZFR2	-0.629420249068323	0.107919376364908	0.0208333333333333	0.0842664369796153	0.105099770312949	0	1	0	0	FALSE	999
ZFX	0.189457000000004	0.241153120852423	0	0	0	0	1	0	0	FALSE	999
ZFY	0.0758111055900637	0.661236799986464	0.0368158829728548	0.0488264321964685	0.0856423151693233	0	1	0	0	FALSE	999
ZFYVE1	-0.78155113726708	0.701682897449463	0.0454863763687293	0.0831189965864888	0.128605372955218	0	1	0	0	FALSE	999
ZFYVE16	-0.387069745341616	0.633217796373127	0.0357142857142857	0.117751911830859	0.153466197545145	0	1	0	0	FALSE	999
ZFYVE19	0.102021335403729	0.565261194362818	0.0340909090909091	0	0.0340909090909091	0	1	0	0	FALSE	999
ZFYVE20	0.0148656459627343	0.934746359262563	0.206896551724138	0.037037037037037	0.243933588761175	0	1	0	0	FALSE	999
ZFYVE21	-0.255872366459626	0.310825487815261	0.072992700729927	0.163777777777778	0.236770478507705	0	1	0	0	FALSE	999
ZFYVE26	0.0922311304347838	0.544213343638575	0.0819672131147541	0.157291666666667	0.239258879781421	0	1	0	0	FALSE	999
ZFYVE27	0.013778509316773	0.928648475965785	0.0645161290322581	0.16984126984127	0.234357398873528	0	1	0	0	FALSE	999
ZFYVE28	-0.191893960869564	0.528398425876988	0.0664866032843561	0.0401262988933007	0.106612902177657	0	1	0	0	FALSE	999
ZFYVE9	0.067782055900623	0.660707888941644	0.09375	0.0142825011246064	0.108032501124606	0	1	0	0	FALSE	999
ZG16	-1.04904209006211	0.118921956933483	0.214285714285714	0.0980392156862745	0.312324929971989	0	1	0	0	FALSE	999
ZG16B	-0.308017914782609	0.705415058618767	0.214285714285714	0.0980392156862745	0.312324929971989	0	1	0	0	FALSE	999
ZGLP1	0.521257695652171	0.235957367401582	0.147630147630148	0.113403690326767	0.261033837956915	0	1	0	0	FALSE	999
ZGPAT	-0.621873725403727	0.534270032746007	0.0930232558139535	0.106489798037485	0.199513053851439	0	1	0	0	FALSE	999
ZHX1	0.461997909937887	0.4903146638765	0	0.0918509140316206	0.0918509140316206	0	1	0	0	FALSE	999
ZHX2	0.181514515527952	0.560073631936927	0.269230769230769	0.0152777777777778	0.284508547008547	0	1	0	0	FALSE	999
ZHX3	0.335364602484473	0.131222635100923	0.384615384615385	0.0477035537561853	0.43231893837157	0	1	0	0	FALSE	999
ZIC1	0.100447521739133	0.726622059062019	0.116209326735643	0	0.116209326735643	0	1	0	0	FALSE	999
ZIC2	-0.00705360248447162	0.977659433582854	0.307692307692308	0.0698244539043688	0.377516761596676	0	1	0	0	FALSE	999
ZIC3	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
ZIC4	-0.186328093167704	0.767825697199588	0.0550465231905675	0	0.0550465231905675	0	1	0	0	FALSE	999
ZIC5	0.0560046521739102	0.631355419450001	0.307692307692308	0.0698244539043688	0.377516761596676	0	1	0	0	FALSE	999
ZIK1	0.0560046521739102	0.631355419450001	0.0631375792666115	0.14901390130791	0.212151480574521	0	1	0	0	FALSE	999
ZIM2	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
ZIM3	-0.318414279503104	0.400771591424959	0	0	0	0	1	0	0	FALSE	999
ZKSCAN1	-0.517641925465842	0.424669277783578	0.2	0.0750988992088063	0.275098899208806	0	1	0	0	FALSE	999
ZKSCAN2	0.0560046521739102	0.631355419450001	0.25	0.0911292329330304	0.34112923293303	0	1	0	0	FALSE	999
ZKSCAN3	0.0831252360248467	0.732806019603303	0.0256410256410256	0.0677953534354918	0.0934363790765175	0	1	0	0	FALSE	999
ZKSCAN4	0.0276876273291946	0.920457521909606	0.454545454545455	0.0645145387542484	0.519059993299703	0	1	0	0	FALSE	999
ZKSCAN5	0.71642498136646	0.0498612280318368	0.1	0.0875544662309368	0.187554466230937	0	1	0	0	FALSE	999
ZMAT1	0.442454900621118	0.225515462851153	0	0	0	0	1	0	0	FALSE	999
ZMAT2	-0.060167565217391	0.731663938471102	0.384615384615385	0.00716666666666667	0.391782051282051	0	1	0	0	FALSE	999
ZMAT3	0.452326863354039	0.232813016428857	0.0697674418604651	0.0328054298642534	0.102572871724719	0	1	0	0	FALSE	999
ZMAT4	-0.0083121739130414	0.973410719019273	0.0714285714285714	0.046875	0.118303571428571	0	1	0	0	FALSE	999
ZMAT5	0.17785495031056	0.582047057970907	0.0746268656716418	0.0902777777777778	0.16490464344942	0	1	0	0	FALSE	999
ZMIZ1	-0.0705687354037279	0.944648196457938	0.0333333333333333	0.115709030948757	0.14904236428209	0	1	0	0	FALSE	999
ZMIZ2	0.0584501055900626	0.80158928663932	0.103448275862069	0.0359114191561	0.139359695018169	0	1	0	0	FALSE	999
ZMPSTE24	0.0669968447204985	0.837315468728259	0.178571428571429	0.0397144522144522	0.218285880785881	0	1	0	0	FALSE	999
ZMYM1	0.204579099378884	0.260622432930797	0	0.181818181818182	0.181818181818182	0	1	0	0	FALSE	999
ZMYM2	0.300700285714286	0.0960714198615977	0.14	0.0246630885217842	0.164663088521784	0	1	0	0	FALSE	999
ZMYM3	0.491492478260868	0.0895401197487567	0	0	0	0	1	0	0	FALSE	999
ZMYM4	0.243682086956522	0.308975388654598	0.075	0.107259657009657	0.182259657009657	0	1	0	0	FALSE	999
ZMYM5	0.036214546583853	0.910164057810509	0.0185185185185185	0.02713268502331	0.0456512035418285	0	1	0	0	FALSE	999
ZMYM6	0.288999838509318	0.249044972967362	0.155844155844156	0.0431746031746032	0.199018759018759	0	1	0	0	FALSE	999
ZMYND10	0.0569213726708089	0.769896992975184	0.0574712643678161	0.0797047232317794	0.137175987599595	0	1	0	0	FALSE	999
ZMYND11	0.489267813664597	0.0605992132857097	0.0619469026548673	0	0.0619469026548673	0	1	0	0	FALSE	999
ZMYND12	-0.228579533602484	0.451947215110673	0.0122699386503067	0.0943518518518519	0.106621790502159	0	1	0	0	FALSE	999
ZMYND15	0.159239931677023	0.416010905719981	0.074468085106383	0.0240224647733856	0.0984905498797686	0	1	0	0	FALSE	999
ZMYND17	-0.0417316391304356	0.946199378585846	0	0	0	0	1	0	0	FALSE	999
ZMYND19	-0.475948497639751	0.588944782582961	0.125	0	0.125	0	1	0	0	FALSE	999
ZMYND8	-0.0335043391304346	0.902115667270914	0	0.0514609645888301	0.0514609645888301	0	1	0	0	FALSE	999
ZNF10	-0.477059403726708	0.15865199264537	0.153218694885362	0.0412604854598319	0.194479180345193	0	1	0	0	FALSE	999
ZNF100	-0.230299254658385	0.459485631496477	0	0.070828331332533	0.070828331332533	0	1	0	0	FALSE	999
ZNF101	-0.0461298881987551	0.830631027945703	0.285714285714286	0	0.285714285714286	0	1	0	0	FALSE	999
ZNF107	1.24159772627329	0.0105115418669907	0	0	0	0	1	1.04110441000262e-16	0.000299222022742429	FALSE	230
ZNF114	0.308093906832299	0.292519155062246	0	0	0	0	1	0	0	FALSE	999
ZNF117	0.0361530248447206	0.922549933882386	0	0	0	0	1	0	0	FALSE	999
ZNF12	-0.21858961490683	0.27312321630604	0.363636363636364	0.0256826584929596	0.389319022129323	0	1	0	0	FALSE	999
ZNF121	0.373054278447204	0.63782020660773	0.363636363636364	0.0256826584929596	0.389319022129323	0	1	0	0	FALSE	999
ZNF124	-0.63995109937888	0.106921625956101	0	0	0	0	1	0	0	FALSE	999
ZNF131	0.0899147888198781	0.75279275480456	0	0	0	0	1	0	0	FALSE	999
ZNF132	-0.522792142857143	0.0938628894768812	0	0	0	0	1	0	0	FALSE	999
ZNF133	0.201887279503108	0.280118409366535	0.0675675675675676	0.0747574206349883	0.142324988202556	0	1	0	0	FALSE	999
ZNF134	0.0521289354037275	0.903184158378881	0.125	0.063872190562474	0.188872190562474	0	1	0	0	FALSE	999
ZNF135	0.364552103105591	0.243898833609923	0.0348837209302326	0.142857142857143	0.177740863787375	0	1	0	0	FALSE	999
ZNF136	-0.0308712944099367	0.909807992933136	0.277777777777778	0.0303482215246921	0.30812599930247	0	1	0	0	FALSE	999
ZNF137	-1.44881783478261	0.0923910158668897	0	0	0	0	1	0	0	FALSE	999
ZNF138	0.122570732919256	0.547157328261176	0.0303030303030303	0.0104166666666667	0.040719696969697	0	1	0	0	FALSE	999
ZNF14	-0.121119590062112	0.417743577582965	0.0937712183422968	0.0507889330243829	0.14456015136668	0	1	0	0	FALSE	999
ZNF140	0.169877166273292	0.637558613395918	0.0493827160493827	0.0287537537537538	0.0781364698031365	0	1	0	0	FALSE	999
ZNF141	0.431891459627331	0.228783178438571	0	0	0	0	1	0	0	FALSE	999
ZNF142	0.0375525590062118	0.890511391377545	0.00769230769230769	0.0947768261747817	0.102469133867089	0	1	0	0	FALSE	999
ZNF143	0.180116846583851	0.518732568220797	0.113636363636364	0.0441595441595442	0.157795907795908	0	1	0	0	FALSE	999
ZNF146	0.069225142857146	0.829902780775656	0.0352941176470588	0.0934055122723853	0.128699629919444	0	1	0	0	FALSE	999
ZNF148	0.179853217391304	0.343560308860764	0.2	0.0374149659863946	0.237414965986395	0	1	0	0	FALSE	999
ZNF154	0.315383677018636	0.241255116407613	0.423076923076923	0.0454545454545454	0.468531468531469	0	1	0	0	FALSE	999
ZNF155	0.0813968198757795	0.620186917076052	0.0263157894736842	0.0380396735410851	0.0643554630147693	0	1	0	0	FALSE	999
ZNF157	-0.0267284397515528	0.962699753251929	0	0	0	0	1	0	0	FALSE	999
ZNF16	0.0329774023602485	0.94184661194302	0.123953823953824	0.0559031533129894	0.179856977266813	0	1	0	0	FALSE	999
ZNF160	-0.046804397515527	0.861146916022918	0.0555555555555556	0.116666666666667	0.172222222222222	0	1	0	0	FALSE	999
ZNF165	0.712080713931677	0.283339458057254	0.136363636363636	0.052657030377813	0.189020666741449	0	1	0	0	FALSE	999
ZNF167	0.377870957763976	0.0999676802636267	0	0	0	0	1	0	0	FALSE	999
ZNF169	-0.0284280931676992	0.909571927744884	0	0.0454545454545455	0.0454545454545455	0	1	0	0	FALSE	999
ZNF17	0.187822496894411	0.403400950091077	0.0429869524697111	0.0737763741361463	0.116763326605857	0	1	0	0	FALSE	999
ZNF174	0.647973109937889	0.132039381039543	0.0344827586206897	0.0981072984749455	0.132590057095635	0	1	0	0	FALSE	999
ZNF175	0.0684010186335415	0.791863538359111	0	0.0119047619047619	0.0119047619047619	0	1	0	0	FALSE	999
ZNF177	0.298423372670808	0.313897901294522	0.0576923076923077	0.0290004113533525	0.0866927190456602	0	1	0	0	FALSE	999
ZNF18	0.830933534161492	0.143009176798988	0.0869817578772803	0.0506726412477585	0.137654399125039	0	1	0	0	FALSE	999
ZNF180	0.485727192546586	0.122572306502464	0.133333333333333	0.0370989408756882	0.170432274209022	0	1	0	0	FALSE	999
ZNF181	0.352057658447205	0.421907349224404	0	0	0	0	1	0	0	FALSE	999
ZNF182	-0.143805080745341	0.51124418265949	0	0	0	0	1	0	0	FALSE	999
ZNF184	0.103776956521739	0.661095366288017	0.222222222222222	0.0770016530844845	0.299223875306707	0	1	0	0	FALSE	999
ZNF185	0.355563571428573	0.276985292811089	0	0	0	0	1	0	0	FALSE	999
ZNF187	0.4290129378882	0.0901214156918275	0	0	0	0	1	0	0	FALSE	999
