Gene	logFC	P.Value	nes	pval	Eigen_centrality	Eigen_directed_centrality	Eigen_reverse_centrality	Page_rank	page_rank_directed	Page_rank_reverse	TF
BUD23	0.0240605042016755	0.41228317452878	0	1	0	0	0	0	0	0	FALSE
BUD31	0.0799369701496069	0.173769434094115	0	1	0	0	0	0	0	0	FALSE
BVES	-0.0418218487395041	0.127539861479914	0	1	0	0	0	0	0	0	FALSE
BVES	-0.0556084033613553	0.265063774504729	0	1	0	0	0	0	0	0	FALSE
BVES-AS1	0.0119638655462087	0.59775604368713	0	1	0	0	0	0	0	0	FALSE
BYSL	0.0434250415747481	0.465576551111691	0	1	0	0	0	0	0	0	FALSE
BZW1	0.00559617750929498	0.922677035245518	0	1	0	0	0	0	0	0	FALSE
BZW1	0.00233582854188796	0.963201411825673	0	1	0	0	0	0	0	0	FALSE
BZW2	0.0395882352941186	0.563221619066617	0	1	0	0	0	0	0	0	FALSE
C10orf113	0.00779878815125734	0.73268402584152	0	1	0	0	0	0	0	0	FALSE
C10orf126	0.013017581518989	0.489681747400786	0	1	0	0	0	0	0	0	FALSE
C10orf143	-0.00480252100840683	0.925713570752294	0	1	0	0	0	0	0	0	FALSE
C10orf25	0.0148396983122723	0.768907680755967	0	1	0	0	0	0	0	0	FALSE
C10orf53	0.00653062016804373	0.802483871721207	0	1	0	0	0	0	0	0	FALSE
C10orf53	-0.00320756084325069	0.898883379758777	0	1	0	0	0	0	0	0	FALSE
C10orf55	0.0282670628865214	0.349269875003687	0	1	0	0	0	0	0	0	FALSE
C10orf62	0.0125596515125981	0.578655751617795	0	1	0	0	0	0	0	0	FALSE
C10orf67	0.0375217491796995	0.177757860553552	0	1	0	0	0	0	0	0	FALSE
C10orf67	-0.0209973052183159	0.481601848933716	0	1	0	0	0	0	0	0	FALSE
C10orf67	-0.00126552849027561	0.953971307146828	0	1	0	0	0	0	0	0	FALSE
C10orf71	0.0577882352941037	0.0764512356485101	0	1	0	0	0	0	0	0	FALSE
C10orf71-AS1	0.0828033613445314	0.154424727119017	0	1	0	0	0	0	0	0	FALSE
C10orf82	0.0244907563025096	0.501096359287385	0	1	0	0	0	0	0	0	FALSE
C10orf88	0.0333831932772979	0.587538876328215	0	1	0	0	0	0	0	0	FALSE
C10orf88	-0.0209100840336207	0.676876395941551	0	1	0	0	0	0	0	0	FALSE
C10orf90	-0.0515656051408691	0.139310305272026	0	1	0	0	0	0	0	0	FALSE
C10orf90	0.0223490953480274	0.467649635979777	0	1	0	0	0	0	0	0	FALSE
C10orf90	-0.0133165851667449	0.570221308837954	0	1	0	0	0	0	0	0	FALSE
C10orf91	0.0762174787127492	0.0423140796036177	0	1	0	0	0	0	0	0	FALSE
C10orf95	0.0425764705882274	0.163235959509438	0	1	0	0	0	0	0	0	FALSE
C10orf99	0.07147142857142	0.070588105164234	0	1	0	0	0	0	0	0	FALSE
C10orf99	-0.0486000000000137	0.143771849950359	0	1	0	0	0	0	0	0	FALSE
C11orf1	-0.0910462184873921	0.296305257506052	0	1	0	0	0	0	0	0	FALSE
C11orf1	-0.0763756302521212	0.303942373066377	0	1	0	0	0	0	0	0	FALSE
C11orf1	-0.0196647058823638	0.545421709636318	0	1	0	0	0	0	0	0	FALSE
C11orf1	0.00405210084033314	0.820112875349695	0	1	0	0	0	0	0	0	FALSE
C11orf16	-0.00243529411766907	0.939238500483888	0	1	0	0	0	0	0	0	FALSE
C11orf21	0.0297769870873452	0.464225751286396	0	1	0	0	0	0	0	0	FALSE
C11orf21	0.0690899159663676	0.594606689716128	0	1	0	0	0	0	0	0	FALSE
C11orf24	-0.0883126050420202	0.131042638218877	0	1	0	0	0	0	0	0	FALSE
C11orf24	-0.0755460872269076	0.215255307477123	0	1	0	0	0	0	0	0	FALSE
C11orf40	-0.0163263991125735	0.348164087257801	0	1	0	0	0	0	0	0	FALSE
C11orf42	-0.0565130989520881	0.0378274299506122	0	1	0	0	0	0	0	0	FALSE
C11orf44	-0.00222935772993527	0.924706688447677	0	1	0	0	0	0	0	0	FALSE
C11orf45	-0.0104146257556303	0.842407734718906	0	1	0	0	0	0	0	0	FALSE
C11orf49	0.066222200250067	0.206411996813255	0	1	0	0	0	0	0	0	FALSE
C11orf49	0.0244988578151188	0.361440902162338	0	1	0	0	0	0	0	0	FALSE
C11orf53	-0.0180971918016013	0.615062932397307	0	1	0	0	0	0	0	0	FALSE
C11orf54	-0.0333132666897402	0.257175833822045	0	1	0	0	0	0	0	0	FALSE
C11orf54	0.0182957983193113	0.841062550297218	0	1	0	0	0	0	0	0	FALSE
C11orf54	-0.0132621848739571	0.900059815514308	0	1	0	0	0	0	0	0	FALSE
C11orf58	0.029950496485978	0.439546810813641	0	1	0	0	0	0	0	0	FALSE
C11orf58	-0.0334846504014497	0.566894212987016	0	1	0	0	0	0	0	0	FALSE
C11orf58	0.0124090791903484	0.622130419266813	0	1	0	0	0	0	0	0	FALSE
C11orf58	-0.0220634174581225	0.705758975741341	0	1	0	0	0	0	0	0	FALSE
C11orf58	0.000163865546218389	0.997571292238844	0	1	0	0	0	0	0	0	FALSE
C11orf65	-0.00563765522100645	0.732509387539785	0	1	0	0	0	0	0	0	FALSE
C11orf68	-0.0362596638655628	0.487263678825845	0	1	0	0	0	0	0	0	FALSE
C11orf71	-0.0259042016806834	0.437543553345838	0	1	0	0	0	0	0	0	FALSE
C11orf71	0.0108268907562916	0.858236793194622	0	1	0	0	0	0	0	0	FALSE
C11orf72	-0.0302350474156956	0.411768376937406	0	1	0	0	0	0	0	0	FALSE
C11orf74	0.0331369747899055	0.683593515965887	0	1	0	0	0	0	0	0	FALSE
C11orf80	0.0808715357490746	0.0877184119279752	0	1	0	0	0	0	0	0	FALSE
C11orf80	-0.0169655462184917	0.774909031465309	0	1	0	0	0	0	0	0	FALSE
C11orf86	0.0203445378151166	0.417934196007596	0	1	0	0	0	0	0	0	FALSE
C11orf87	0.024356903556674	0.330862160874177	0	1	0	0	0	0	0	0	FALSE
C11orf87	-0.00688662996027922	0.534252595233318	0	1	0	0	0	0	0	0	FALSE
C11orf87	-0.010899159663877	0.706121613272449	0	1	0	0	0	0	0	0	FALSE
C11orf88	0.00829946355751243	0.69146347978678	0	1	0	0	0	0	0	0	FALSE
C11orf94	0.0227756233613361	0.285296215615716	0	1	0	0	0	0	0	0	FALSE
C11orf95	0.0238142857142716	0.82415253396539	0	1	0	0	0	0	0	0	FALSE
C11orf95	0.00262773109243319	0.947171681360043	0	1	0	0	0	0	0	0	FALSE
C11orf96	0.0541652946017717	0.0388586906199599	0	1	0	0	0	0	0	0	FALSE
C11orf96	0.0962436974789798	0.407210561084301	0	1	0	0	0	0	0	0	FALSE
C11orf97	0.0498894525210005	0.111896257289548	0	1	0	0	0	0	0	0	FALSE
C12orf10	-0.0132033613445568	0.802352410430708	0	1	0	0	0	0	0	0	FALSE
C12orf29	0.0309109243697439	0.695836461918891	0	1	0	0	0	0	0	0	FALSE
C12orf29	0.0219118295798157	0.838773656970961	0	1	0	0	0	0	0	0	FALSE
C12orf4	-0.0324815126050577	0.484708307027897	0	1	0	0	0	0	0	0	FALSE
C12orf4	0.0317697478991494	0.550575158689951	0	1	0	0	0	0	0	0	FALSE
C12orf40	0.0315116949862455	0.146635224527701	0	1	0	0	0	0	0	0	FALSE
C12orf40	-0.0116378674659368	0.650470392331313	0	1	0	0	0	0	0	0	FALSE
C12orf42	0.0236919494957872	0.374044448246906	0	1	0	0	0	0	0	0	FALSE
C12orf42	-0.010164672605641	0.658422224662927	0	1	0	0	0	0	0	0	FALSE
C12orf43	0.00834033613444696	0.813372305976658	0	1	0	0	0	0	0	0	FALSE
C12orf45	-0.0267680672269037	0.402256308535963	0	1	0	0	0	0	0	0	FALSE
C12orf49	-0.0404505289791253	0.196066860606391	0	1	0	0	0	0	0	0	FALSE
C12orf49	0.0189201680672157	0.631327207428883	0	1	0	0	0	0	0	0	FALSE
C12orf49	-0.0143554621848843	0.6543301642029	0	1	0	0	0	0	0	0	FALSE
C12orf49	0.00704647990923402	0.68330104787403	0	1	0	0	0	0	0	0	FALSE
C12orf49	-0.0372991596638794	0.685852248691559	0	1	0	0	0	0	0	0	FALSE
C12orf50	0.0193689075630212	0.157143913471465	0	1	0	0	0	0	0	0	FALSE
C12orf54	0.109813251680658	0.0951179744389764	0	1	0	0	0	0	0	0	FALSE
C12orf54	0.0214428571428531	0.569841871277981	0	1	0	0	0	0	0	0	FALSE
C12orf54	-0.00326305084034928	0.906727207189804	0	1	0	0	0	0	0	0	FALSE
C12orf56	-0.0602428571428604	0.0748650724118942	0	1	0	0	0	0	0	0	FALSE
C12orf57	0.149178151260489	0.0900642693550929	0	1	0	0	0	0	0	0	FALSE
C12orf60	0.0672210084033509	0.0721245939819874	0	1	0	0	0	0	0	0	FALSE
C12orf60	-0.0240077364705975	0.101620883005099	0	1	0	0	0	0	0	0	FALSE
C12orf65	0.0348361344537764	0.167609668485225	0	1	0	0	0	0	0	0	FALSE
C12orf65	0.0577831932773059	0.210779267271727	0	1	0	0	0	0	0	0	FALSE
C12orf65	0.0114638655462063	0.725397651859077	0	1	0	0	0	0	0	0	FALSE
C12orf66	0.0351911785695087	0.363238492856887	0	1	0	0	0	0	0	0	FALSE
C12orf66	0.0495554621848528	0.533709385247573	0	1	0	0	0	0	0	0	FALSE
C12orf66	-0.056715773936018	0.663260337274494	0	1	0	0	0	0	0	0	FALSE
C12orf73	0.0224554621848592	0.693471138831904	0	1	0	0	0	0	0	0	FALSE
C12orf73	-0.00359579831933843	0.926304685620502	0	1	0	0	0	0	0	0	FALSE
C12orf74	0.0140072971681402	0.5020068877919	0	1	0	0	0	0	0	0	FALSE
C12orf75	-0.185100840336152	0.207936139908114	0	1	0	0	0	0	0	0	FALSE
C12orf76	0.0151830935714781	0.456876435800934	0	1	0	0	0	0	0	0	FALSE
C12orf76	0.0283999999999978	0.543876560292878	0	1	0	0	0	0	0	0	FALSE
C12orf76	0.0223361344537691	0.593352124964652	0	1	0	0	0	0	0	0	FALSE
C12orf77	-0.00309621941177429	0.885698950889254	0	1	0	0	0	0	0	0	FALSE
C12orf80	-0.0381381454355374	0.205697933362757	0	1	0	0	0	0	0	0	FALSE
C12orf80	-0.0166506407365574	0.487447900600443	0	1	0	0	0	0	0	0	FALSE
C14orf119	-0.0366529411764862	0.694329713154093	0	1	0	0	0	0	0	0	FALSE
C14orf132	-0.0201235294117756	0.43690031147384	0	1	0	0	0	0	0	0	FALSE
C14orf132	0.00982016806721386	0.692372739772037	0	1	0	0	0	0	0	0	FALSE
C14orf178	-0.0390803804906978	0.30092658113143	0	1	0	0	0	0	0	0	FALSE
C14orf180	0.0800095000588472	0.0593619856589199	0	1	0	0	0	0	0	0	FALSE
C14orf180	0.0387740108186128	0.240418343869007	0	1	0	0	0	0	0	0	FALSE
C14orf28	0.0113663865546165	0.757932098595589	0	1	0	0	0	0	0	0	FALSE
C14orf28	-0.00354789915967491	0.923474340192769	0	1	0	0	0	0	0	0	FALSE
C14orf39	-0.0146851223656288	0.441065889917366	0	1	0	0	0	0	0	0	FALSE
C14orf93	0.0122630252100695	0.749618105082807	0	1	0	0	0	0	0	0	FALSE
C15orf32	-0.00297815427865267	0.848059147558187	0	1	0	0	0	0	0	0	FALSE
C15orf39	0.0762701207986378	0.295426071483685	0	1	0	0	0	0	0	0	FALSE
C15orf39	0.00423541018022533	0.962392387259849	0	1	0	0	0	0	0	0	FALSE
C15orf39	-0.0024090720168175	0.977358541260854	0	1	0	0	0	0	0	0	FALSE
C15orf40	0.0153976201680583	0.502266104385377	0	1	0	0	0	0	0	0	FALSE
C15orf40	-0.00364965470464362	0.960226485109762	0	1	0	0	0	0	0	0	FALSE
C15orf41	0.021949579831932	0.0899544349759209	0	1	0	0	0	0	0	0	FALSE
C15orf41	0.0128697478991491	0.706385242564777	0	1	0	0	0	0	0	0	FALSE
C15orf41	-0.00419243697479743	0.906014589055498	0	1	0	0	0	0	0	0	FALSE
C15orf48	0.099401680672262	0.255478903037461	0	1	0	0	0	0	0	0	FALSE
C15orf54	-0.0558272144371506	0.0051967452806855	0	1	0	0	0	0	0	0	FALSE
C15orf56	-0.0109192486554752	0.676986665931879	0	1	0	0	0	0	0	0	FALSE
C15orf61	0.0238823529411576	0.760359982933038	0	1	0	0	0	0	0	0	FALSE
C15orf62	0.0604804122423657	0.0528411374615633	0	1	0	0	0	0	0	0	FALSE
C15orf62	0.020155137632357	0.12686003395835	0	1	0	0	0	0	0	0	FALSE
C15orf65	0.0437911578991503	0.267072838633377	0	1	0	0	0	0	0	0	FALSE
C16orf46	0.111312605042009	0.0536629489089168	0	1	0	0	0	0	0	0	FALSE
C16orf46	-0.0168221451064161	0.618567886926818	0	1	0	0	0	0	0	0	FALSE
C16orf54	-0.0311699423673364	0.721231272199109	0	1	0	0	0	0	0	0	FALSE
C16orf58	-0.0277168067226965	0.296379774222219	0	1	0	0	0	0	0	0	FALSE
C16orf58	0.0200260504201477	0.654520342233017	0	1	0	0	0	0	0	0	FALSE
C16orf58	-0.0180050420168154	0.742721755925561	0	1	0	0	0	0	0	0	FALSE
C16orf70	-0.023517647058827	0.457753840116288	0	1	0	0	0	0	0	0	FALSE
C16orf70	-0.0026537815126062	0.937783543624792	0	1	0	0	0	0	0	0	FALSE
C16orf71	0.0161563025210016	0.583416950624796	0	1	0	0	0	0	0	0	FALSE
C16orf72	0.0189941176470558	0.432045072615991	0	1	0	0	0	0	0	0	FALSE
C16orf72	-0.00655331352039301	0.939676341003331	0	1	0	0	0	0	0	0	FALSE
C16orf72	-0.0088773109243796	0.915143980487088	0	1	0	0	0	0	0	0	FALSE
C16orf72	0.00171512605040203	0.950270383688755	0	1	0	0	0	0	0	0	FALSE
C16orf72	-0.000915126050422543	0.98967754418478	0	1	0	0	0	0	0	0	FALSE
C16orf74	0.101227731092422	0.0817680874334086	0	1	0	0	0	0	0	0	FALSE
C16orf78	-0.0140112423529537	0.629213732737862	0	1	0	0	0	0	0	0	FALSE
C16orf82	0.00802521008402213	0.777394884046062	0	1	0	0	0	0	0	0	FALSE
C16orf86	0.00671764705881195	0.785125922608967	0	1	0	0	0	0	0	0	FALSE
C16orf87	-0.151824369747921	0.0877567879153383	0	1	0	0	0	0	0	0	FALSE
C16orf87	-0.067919753361358	0.0993448977404108	0	1	0	0	0	0	0	0	FALSE
C16orf89	0.0290621848739407	0.284206851570666	0	1	0	0	0	0	0	0	FALSE
C16orf91	0.0311781512604998	0.498359321179265	0	1	0	0	0	0	0	0	FALSE
C16orf92	0.0247184582102387	0.210363003997885	0	1	0	0	0	0	0	0	FALSE
C16orf95	-0.0173764705882418	0.426091290890418	0	1	0	0	0	0	0	0	FALSE
C17orf100	-0.0181487394958051	0.632850342271039	0	1	0	0	0	0	0	0	FALSE
C17orf50	0.0523117647058706	0.0362145395989011	0	1	0	0	0	0	0	0	FALSE
C17orf58	0.0992117647058697	0.183926347775508	0	1	0	0	0	0	0	0	FALSE
C17orf64	0.0516910651684777	0.0786411371765568	0	1	0	0	0	0	0	0	FALSE
C17orf67	0.00146638655460585	0.962013865420986	0	1	0	0	0	0	0	0	FALSE
C17orf75	0.059016667209173	0.140745643429596	0	1	0	0	0	0	0	0	FALSE
C17orf77	0.0249317966882137	0.172291901375759	0	1	0	0	0	0	0	0	FALSE
C17orf78	0.0108379154981018	0.59624551467155	0	1	0	0	0	0	0	0	FALSE
C17orf80	0.0525285714285646	0.0669593920143624	0	1	0	0	0	0	0	0	FALSE
C17orf80	-0.0149025210084206	0.746186163486098	0	1	0	0	0	0	0	0	FALSE
C17orf80	0.00371428571428112	0.952168804196147	0	1	0	0	0	0	0	0	FALSE
C17orf82	0.0144645243321246	0.5392299270108	0	1	0	0	0	0	0	0	FALSE
C17orf97	-0.11164285714286	0.0827403974459003	0	1	0	0	0	0	0	0	FALSE
C17orf98	0.0245005525209923	0.312854905931488	0	1	0	0	0	0	0	0	FALSE
C17orf99	0.0772806722689063	0.208728990176821	0	1	0	0	0	0	0	0	FALSE
C18orf12	-0.00773897159369508	0.746552043630335	0	1	0	0	0	0	0	0	FALSE
C18orf15	0.00287587033145975	0.940202217467906	0	1	0	0	0	0	0	0	FALSE
C18orf21	-0.0471232030731352	0.117186974140721	0	1	0	0	0	0	0	0	FALSE
C18orf21	0.0425798319327644	0.258129314484296	0	1	0	0	0	0	0	0	FALSE
C18orf25	0.040267397939278	0.361425913076435	0	1	0	0	0	0	0	0	FALSE
C18orf25	0.0403193277310869	0.429025602546162	0	1	0	0	0	0	0	0	FALSE
C18orf25	0.019954917478981	0.562604608041237	0	1	0	0	0	0	0	0	FALSE
C18orf25	0.00743346042016402	0.862280994316804	0	1	0	0	0	0	0	0	FALSE
C18orf54	0.0207725352105737	0.120073593181762	0	1	0	0	0	0	0	0	FALSE
C18orf54	-0.129921848739508	0.13057553011149	0	1	0	0	0	0	0	0	FALSE
C18orf54	-0.0668767129411876	0.138885258715108	0	1	0	0	0	0	0	0	FALSE
C18orf54	-0.0175135371428707	0.707555327630623	0	1	0	0	0	0	0	0	FALSE
C18orf54	-0.00220458384592792	0.93281406007898	0	1	0	0	0	0	0	0	FALSE
C18orf61	0.0309795890756268	0.164147079239606	0	1	0	0	0	0	0	0	FALSE
C18orf61	-0.0258522589075687	0.360195446778845	0	1	0	0	0	0	0	0	FALSE
C19orf12	-0.109979831932781	0.0973660119978467	0	1	0	0	0	0	0	0	FALSE
C19orf12	0.0234008403361203	0.526500544538762	0	1	0	0	0	0	0	0	FALSE
C19orf12	0.0213344537814919	0.705332952631811	0	1	0	0	0	0	0	0	FALSE
C19orf18	0.0741016806722552	0.198198711055566	0	1	0	0	0	0	0	0	FALSE
C19orf25	0.0524378151260363	0.168779950840236	0	1	0	0	0	0	0	0	FALSE
C19orf25	0.0383310924369642	0.233986182570203	0	1	0	0	0	0	0	0	FALSE
C19orf33	0.10582605042016	0.0103193414458029	0	1	0	0	0	0	0	0	FALSE
C19orf44	-0.0134386554621964	0.601741781176027	0	1	0	0	0	0	0	0	FALSE
C19orf44	0.0102848739495718	0.722388844798083	0	1	0	0	0	0	0	0	FALSE
C19orf47	-0.0317950356926717	0.105629901183814	0	1	0	0	0	0	0	0	FALSE
C19orf47	0.0122957983193182	0.545835963407884	0	1	0	0	0	0	0	0	FALSE
C19orf53	0.0109235294117482	0.838451162434651	0	1	0	0	0	0	0	0	FALSE
C19orf54	-0.0500151260504218	0.32759140687287	0	1	0	0	0	0	0	0	FALSE
C19orf57	-0.0166304184970532	0.540212894188168	0	1	0	0	0	0	0	0	FALSE
C19orf73	0.0140411764705819	0.546927739246772	0	1	0	0	0	0	0	0	FALSE
C19orf81	0.0599899159663719	0.0903715064017642	0	1	0	0	0	0	0	0	FALSE
C19orf84	-0.0557271319643338	0.161805287526515	0	1	0	0	0	0	0	0	FALSE
C1D	-0.005877877073031	0.940606192842222	0	1	0	0	0	0	0	0	FALSE
C1GALT1	0.0243865546218407	0.587688175640744	0	1	0	0	0	0	0	0	FALSE
C1GALT1	0.0193957983193105	0.711735170014686	0	1	0	0	0	0	0	0	FALSE
C1GALT1	0.00618403361344022	0.900478236784118	0	1	0	0	0	0	0	0	FALSE
C1GALT1C1	0.00105882352940156	0.988051935574758	0	1	0	0	0	0	0	0	FALSE
C1GALT1C1L	0.0176894360504107	0.406161324027447	0	1	0	0	0	0	0	0	FALSE
C1orf100	-0.0190285714285858	0.669949126828805	0	1	0	0	0	0	0	0	FALSE
C1orf105	-0.0265271932773183	0.548666744420792	0	1	0	0	0	0	0	0	FALSE
C1orf109	-0.0026983193277399	0.97437291062211	0	1	0	0	0	0	0	0	FALSE
C1orf112	0.0172621848739496	0.803539413802172	0	1	0	0	0	0	0	0	FALSE
C1orf115	-0.0406512605042177	0.269777996841423	0	1	0	0	0	0	0	0	FALSE
C1orf115	0.0153218487394851	0.455220806200594	0	1	0	0	0	0	0	0	FALSE
C1orf116	0.0738445378151189	0.0109162491663293	0	1	0	0	0	0	0	0	FALSE
C1orf116	0.0115201680672152	0.720770810468274	0	1	0	0	0	0	0	0	FALSE
C1orf116	-0.00937731092437666	0.800015257563574	0	1	0	0	0	0	0	0	FALSE
C1orf122	0.0814336134453715	0.0612923966360576	0	1	0	0	0	0	0	0	FALSE
C1orf127	-0.00494632470591494	0.867731970079238	0	1	0	0	0	0	0	0	FALSE
C1orf131	0.0523445378151095	0.463330929905286	0	1	0	0	0	0	0	0	FALSE
C1orf158	0.0276445378151235	0.384087813328835	0	1	0	0	0	0	0	0	FALSE
C1orf159	-0.0111193277311088	0.719760929271851	0	1	0	0	0	0	0	0	FALSE
C1orf162	-0.130925210084056	0.42793303397493	0	1	0	0	0	0	0	0	FALSE
C1orf167	0.0267976025984353	0.404287098311397	0	1	0	0	0	0	0	0	FALSE
C1orf174	-0.0445655462185037	0.485335134621819	0	1	0	0	0	0	0	0	FALSE
C1orf174	-0.0198647058823767	0.777157505267731	0	1	0	0	0	0	0	0	FALSE
C1orf194	-0.0633403361344635	0.199844121703333	0	1	0	0	0	0	0	0	FALSE
C1orf198	0.065731092436967	0.217409478556121	0	1	0	0	0	0	0	0	FALSE
C1orf21	-0.0355000000000016	0.146473883294726	0	1	0	0	0	0	0	0	FALSE
C1orf21	-0.134372268907578	0.244240560216338	0	1	0	0	0	0	0	0	FALSE
C1orf21	-0.0531680672269008	0.279462104423689	0	1	0	0	0	0	0	0	FALSE
C1orf21	-0.0344226890756385	0.531302591655169	0	1	0	0	0	0	0	0	FALSE
C1orf21	-0.00727563025210376	0.707145822297026	0	1	0	0	0	0	0	0	FALSE
C1orf210	-0.00756214457397419	0.777045386668585	0	1	0	0	0	0	0	0	FALSE
C1orf216	0.0269976975126607	0.72250140107767	0	1	0	0	0	0	0	0	FALSE
C1orf220	-0.0163852054344193	0.540640421843069	0	1	0	0	0	0	0	0	FALSE
C1orf226	0.023515966386543	0.424374099740714	0	1	0	0	0	0	0	0	FALSE
C1orf35	0.034764705882349	0.17678054259192	0	1	0	0	0	0	0	0	FALSE
C1orf43	0.102054568233416	0.220354167272699	0	1	0	0	0	0	0	0	FALSE
C1orf43	-0.0358487394958136	0.510415200844692	0	1	0	0	0	0	0	0	FALSE
C1orf43	-0.029187225824959	0.685622315462986	0	1	0	0	0	0	0	0	FALSE
C1orf50	0.0109302521008319	0.82032290178475	0	1	0	0	0	0	0	0	FALSE
C1orf52	0.0627411764705741	0.104889260915646	0	1	0	0	0	0	0	0	FALSE
C1orf52	0.0402344537814905	0.353675454721449	0	1	0	0	0	0	0	0	FALSE
C1orf53	0.0380138886103563	0.267153496781352	0	1	0	0	0	0	0	0	FALSE
C1orf53	0.0121997485066823	0.657959766166734	0	1	0	0	0	0	0	0	FALSE
C1orf54	-0.00466806722690727	0.943904273148891	0	1	0	0	0	0	0	0	FALSE
C1orf56	-0.044828571428587	0.56452506709643	0	1	0	0	0	0	0	0	FALSE
C1orf56	0.019887394957971	0.672435851744551	0	1	0	0	0	0	0	0	FALSE
C1orf56	0.0090705882352875	0.769314019115678	0	1	0	0	0	0	0	0	FALSE
C1orf61	-0.039755462184889	0.344198430792117	0	1	0	0	0	0	0	0	FALSE
C1orf61	0.0122813535700059	0.620134035419204	0	1	0	0	0	0	0	0	FALSE
C1orf61	-0.013845357582122	0.660554320048304	0	1	0	0	0	0	0	0	FALSE
C1orf61	0.00240711940772886	0.93656863389329	0	1	0	0	0	0	0	0	FALSE
C1orf68	0.052692195210069	0.20056634280704	0	1	0	0	0	0	0	0	FALSE
C1orf68	-0.0177031680672384	0.546038335916796	0	1	0	0	0	0	0	0	FALSE
C1orf74	0.0524663865546184	0.023032724585258	0	1	0	0	0	0	0	0	FALSE
C1orf74	0.0262789915966293	0.405885062716189	0	1	0	0	0	0	0	0	FALSE
C1orf87	0.0079420168067168	0.788460921965294	0	1	0	0	0	0	0	0	FALSE
C1orf94	-0.00448403361345129	0.869473937481665	0	1	0	0	0	0	0	0	FALSE
C1QA	-0.019856302521017	0.89614557982192	0	1	0	0	0	0	0	0	FALSE
C1QB	0.00700572410871114	0.956207766600086	0	1	0	0	0	0	0	0	FALSE
C1QBP	0.0115004445434845	0.898761374765362	0	1	0	0	0	0	0	0	FALSE
C1QBP	0.00027894537812756	0.997711103328764	0	1	0	0	0	0	0	0	FALSE
C1QC	-0.00899411764707025	0.94890749079671	0	1	0	0	0	0	0	0	FALSE
C1QL1	0.0504739331688393	0.159334579684579	0	1	0	0	0	0	0	0	FALSE
C1QL1	0.018336800924363	0.248510134348257	0	1	0	0	0	0	0	0	FALSE
C1QTNF1	0.0316806722688918	0.170599877718814	0	1	0	0	0	0	0	0	FALSE
C1QTNF1	0.0332857142857028	0.284008160975452	0	1	0	0	0	0	0	0	FALSE
C1QTNF1-AS1	0.0733109243697312	0.0881272192639833	0	1	0	0	0	0	0	0	FALSE
C1QTNF12	0.0386707867226752	0.413979040452954	0	1	0	0	0	0	0	0	FALSE
C1QTNF2	0.0274890756302453	0.255322831321286	0	1	0	0	0	0	0	0	FALSE
C1QTNF3	0.0332966386554476	0.473063656099782	0	1	0	0	0	0	0	0	FALSE
C1QTNF3	-0.00620226988289474	0.914023189145985	0	1	0	0	0	0	0	0	FALSE
C1QTNF4	0.0655957983193129	0.776006502650817	0	1	0	0	0	0	0	0	FALSE
C1QTNF6	-0.0111100840336178	0.763818665138412	0	1	0	0	0	0	0	0	FALSE
C1QTNF6	0.00366040655461219	0.877008795209925	0	1	0	0	0	0	0	0	FALSE
C1QTNF7	-0.0201039983193381	0.277902401810156	0	1	0	0	0	0	0	0	FALSE
C1QTNF7	0.022305042016793	0.398354027314997	0	1	0	0	0	0	0	0	FALSE
C1R	0.0497376107772185	0.253837952593647	0	1	0	0	0	0	0	0	FALSE
C1RL	-0.0247621848739641	0.779378965089242	0	1	0	0	0	0	0	0	FALSE
C1RL	0.00782352941175191	0.81255545483918	0	1	0	0	0	0	0	0	FALSE
C1RL-AS1	-0.0230253175572823	0.499669022179221	0	1	0	0	0	0	0	0	FALSE
C1RL-AS1	-0.00174787764740003	0.954352178714886	0	1	0	0	0	0	0	0	FALSE
C1S	-0.024663628638546	0.643815090606512	0	1	0	0	0	0	0	0	FALSE
C1S	-0.00522968401882462	0.884111887614614	0	1	0	0	0	0	0	0	FALSE
C2	0.0567607500629315	0.229058963083127	0	1	0	0	0	0	0	0	FALSE
C2	0.0436748270579432	0.63088314486647	0	1	0	0	0	0	0	0	FALSE
C20orf141	0.0285697478991498	0.362251794669185	0	1	0	0	0	0	0	0	FALSE
C20orf144	0.0180882352941074	0.3579325111512	0	1	0	0	0	0	0	0	FALSE
C20orf173	0.0651722689075518	0.0394520711182157	0	1	0	0	0	0	0	0	FALSE
C20orf181	0.0711160345775141	0.197123423493369	0	1	0	0	0	0	0	0	FALSE
C20orf181	-0.0189309466541863	0.577279131714203	0	1	0	0	0	0	0	0	FALSE
C20orf194	-0.0554848739495899	0.379679654822837	0	1	0	0	0	0	0	0	FALSE
C20orf194	-0.0505394957983256	0.447904603121143	0	1	0	0	0	0	0	0	FALSE
C20orf197	-0.228393288073678	0.102178358706755	0	1	0	0	0	0	0	0	FALSE
C20orf202	0.0727963350955765	0.064717375464764	0	1	0	0	0	0	0	0	FALSE
C20orf202	-0.0513516445489959	0.221081767844877	0	1	0	0	0	0	0	0	FALSE
C20orf203	-0.0054811382017661	0.908261065173225	0	1	0	0	0	0	0	0	FALSE
C20orf203	0.00269902415226575	0.946643817221997	0	1	0	0	0	0	0	0	FALSE
C20orf204	0.0951369747899102	0.00708497221073301	0	1	0	0	0	0	0	0	FALSE
C20orf27	-0.125833309831942	0.0912950693440185	0	1	0	0	0	0	0	0	FALSE
C20orf27	-0.0631344537815206	0.320797516123662	0	1	0	0	0	0	0	0	FALSE
